	P0	P1	P2	P3	P4	P5	P6
(-) ULBP3	0.21454147052998693	0.04478165239098258	0.2008314000371015	0.16333680048682767	0.14250116994249543	0.038468541402679204	0.16084149493103297
(-) ULK2	0.3870129663855301	0.1809941454472356	0.010632774816563936	0.16515577992682168	0.4083622207238046	0.0	0.0
(-) UNC119	0.1580292987319153	0.01676405710724107	0.0	0.0	0.0	0.0363983138458532	0.05143908761039628
(-) USP24	0.09290056075397302	0.10892562636481695	0.10824781468482478	0.32401553583945897	0.042080618883007674	0.005485941671230152	0.0
(-) USP28	0.0	0.021451358231831332	0.0	0.04184803527703761	0.1341053973246424	0.0	0.005380382096504009
(-) USP40	0.022656580218660006	0.0	0.0	0.0	0.0	0.12924625058786088	0.003079813435940983
(-) USP45	0.011228905030659566	0.0	0.01576397486706862	0.15640483036216365	0.0	0.01775944807432448	0.15607137194064385
(-) VAMP5	0.09972535417438937	0.14329679175274054	0.015973897328707787	0.03361955473028955	0.13688393694503964	0.14247186555371485	0.1461037527618767
(-) VANGL1	0.13887728537529917	0.0	0.007184102065886162	0.02849772332047989	0.0	0.10232584264400105	0.014725694099809268
(-) VAPA	0.0	0.018441571336656387	0.15455808338966304	0.05643690543558218	0.0897910988049427	0.0	0.009018307738674158
(-) VASN	0.0	0.1206684329605152	0.13245157088833182	0.05475333261225462	0.29924234742766287	0.14684104279556712	0.09448002895775895
(-) VAX2	0.13564736149901258	0.0	0.05613407790742453	0.10015388523921313	0.2752325433485509	0.06201374401421863	0.017584823589426223
(-) VCAN	0.0	0.287087249679971	0.21017458020644253	0.00574652726000487	0.061894880657590176	0.05431537687131516	0.2340776989965096
(-) VEGFC	0.0	0.21643330694567897	0.4256518124001431	0.08388629115016581	0.0	0.055571860066279524	0.10690829872182754
(-) VIM	0.014076221908311554	0.19163906025254226	0.0031986104594665223	0.0	0.0	0.000908035467500052	0.04286333921621203
(-) VOPP1	0.0	0.10694857195400165	0.1484205452833928	0.0	0.16363559542627384	0.0	0.0
(-) VTA1	0.0	0.0	0.0	0.13413948420266564	0.04235121039522205	0.0	0.005216364674423624
(-) VTI1A	0.042312275590552756	0.0005435372692058507	0.0018997996151552156	0.1755642266754206	0.002351502536173924	0.0	0.0
(-) VWA5A	0.35338347394266656	0.18455155933927098	0.20605011665904482	0.1596703670620947	0.3337550804636136	0.20181985322739993	0.15523935780605572
(-) WASL	0.13052174032421143	0.009610886388265063	0.06967666260072303	0.0	0.038558300008499496	0.0065706386653774235	0.008263938689514704
(-) WDR17	0.37414621716616936	0.3579428316477108	0.0	0.23508858723909673	0.0684041184250355	0.27245580734009855	0.20977865088774825
(-) WDR31	0.37519344013821715	0.010134512075557408	0.0	0.016157694477476107	0.16928236860328605	0.1900870707878528	0.05890599346917757
(-) WDR4	0.0	0.0	0.056752685080807296	0.12057175073641248	0.0	0.05384509787944661	0.0
(-) WDR45B	0.0	0.02455619625733392	0.029533247971577338	0.05164779231321694	0.060768170161633196	0.007166365851004912	0.01689102663577234
(-) WDR62	0.0	0.0	0.0	0.20117855572227053	0.0	0.01524244808489608	0.0
(-) WDR76	0.01076328975615541	0.0002943206167109333	0.0	0.10680756902620558	0.0	0.0	0.0
(-) WDR91	0.014034401965312814	0.07619588167775487	0.0	0.012045061221575793	0.06724600547762054	0.02684905734161079	0.10882008997114682
(-) WIPF1	0.020781307158730215	0.2954147456396663	0.0016731121554823527	0.018624894109030368	0.0	0.0	0.06633030907521853
(-) WRNIP1	0.009329842877638056	0.10895865649614753	0.0	0.06458190493508172	0.10577817699200981	0.0	0.0
(-) WTAP	0.0	0.0	0.0	0.15625748395130484	0.0	0.0	0.005357526813318209
(-) WTIP	0.020372367909211816	0.08658586953549162	0.06516572282587531	0.01669441188244509	0.3604031526356618	0.16022932985932314	0.0048417029947768996
(-) XKR8	0.0	0.00996945579040662	0.03928814294862131	0.06141286136013577	0.26549553213976396	0.0378015348423114	0.19305908002138986
(-) XPO6	0.0	0.11348418131405713	0.0	0.058085862865752326	0.0	0.0	0.0
(-) XRCC4	0.29393531995556615	0.0	0.3233662062439925	0.2362785057835897	0.0	0.070098811255204	0.13513729716387027
(-) YAE1D1	0.0	0.0	0.16507069410037478	0.015695590914680736	0.06014356978122545	0.0	0.07706164371002555
(-) YAF2	0.09750703675509563	0.0	0.0	0.03750013696096976	0.0	0.09477331149603672	0.0042741734450194874
(-) YIPF2	0.07740634244117055	0.05327334664962165	0.02621166943178977	0.0	0.0183673966633904	0.07754792588202562	0.004323852141130669
(-) YKT6	0.0	0.05545260319634916	0.18836286093499455	0.0	0.05621563807173432	0.0	0.034850828749631635
(-) YWHAH	0.009328093316949528	0.0011352657348309481	0.07158433178653298	0.15331048012048987	0.0	0.0	0.0019060120506557941
(-) ZBTB10	0.29720538199431046	0.0	0.0	0.0	0.10873797422363793	0.012501346607095891	0.0
(-) ZBTB12	0.07725373866312116	0.18916854343953404	0.014192541176843097	0.19817214794318608	0.12295537201019104	0.03283128403802059	0.0
(-) ZBTB24	0.0	0.030424421850061136	0.0	0.16318182875074183	0.0	0.020799591170687512	0.0
(-) ZBTB8OS	0.023571360765540235	0.0003945602996014121	0.029245991775501985	0.15948281117574958	0.0	0.019750071346510842	0.0
(-) ZC2HC1A	0.0	0.0	0.2179782309400589	0.022646006608865153	0.0002991689501467973	0.05167586865314929	0.008032613849599942
(-) ZC3H6	0.12357201227968433	0.19245895811352812	0.17741583777499237	0.0	0.0846884562174587	0.020872332530757574	0.08984782105250738
(-) ZC3HAV1L	0.09079415873408317	0.010031479737630522	0.13246701822842666	0.3841496685525686	0.09008655994592137	0.0050232907849787544	0.0
(-) ZC4H2	0.1240941460003309	0.32202324419825373	0.34422127183369444	0.0	0.08858732575364049	0.06121658411046323	0.013567790033689839
(-) ZCCHC24	0.0	0.17243252736721262	0.03500420663184585	0.0	0.025328054449734336	0.015345713294663945	0.13072317842231657
(-) ZDBF2	0.1557689635361324	0.0	0.0	0.0032515347627040084	0.0	0.18023341217399738	0.0063155056236842725
(-) ZDHHC1	0.38825653589821085	0.04266018670344383	0.1642834205427671	0.0	0.22731300718648695	0.19495261647234222	0.15739435698857257
(-) ZDHHC12	0.1148679317730908	0.0	0.0	0.04777717266466738	0.024854077369332345	0.0	0.0
(-) ZDHHC16	0.04090845700984327	0.0	0.02572078122305498	0.08029668569355912	0.0	0.0	0.0
(-) ZDHHC2	0.018379150960302276	0.1028529005672691	0.0018689987694239737	0.10189937307644605	0.009975376317705054	0.0	0.0013228670146708586
(-) ZDHHC21	0.2576994729520936	0.0	0.0	0.0	0.0	0.006324306951778849	0.039276801674497944
(-) ZDHHC3	0.07069069180223006	0.014026986196092014	0.0	0.04130916685441335	0.0	0.0041593292145744604	0.0027969350204119178
(-) ZDHHC4	0.0017243556617195198	0.049021620923975696	0.05283975078617982	0.0	0.23098771554466993	0.04571924124206958	0.0
(-) ZDHHC6	0.059967800160195685	0.006074278730372565	0.0	0.16988508046388007	0.0	0.0	0.0
(-) ZEB2	0.027597401190602694	0.3228128522621118	0.0006106319392715373	0.0	0.0	0.0	0.022986816347174855
(-) ZFHX4	0.05599426219192671	0.33790746781205444	0.0	0.04534042907669163	0.0	0.0	0.018869710311050076
(-) ZFP14	0.1158090165307073	0.009818395461233824	0.02628299972198651	0.033539844596189486	0.35394648508908516	0.026539014747122905	0.0
(-) ZFP28	0.07242751130871516	0.3918137609371541	0.07856205869960631	0.0	0.3107356757920717	0.0	0.008518013531609095
(-) ZFP36L1	0.0	0.003982474070472256	0.03566618073249681	0.08255388470931287	0.009773806484894157	0.03315914326768697	0.0
(-) ZFP69B	0.03283941183634944	0.10605568240302476	0.04799450335817455	0.08541418967220757	0.01462352011076226	0.02996798370938614	0.001249128215190624
(-) ZFP82	0.10242042377975372	0.16165322821823908	0.025159970467314684	0.2970403047108186	0.4018609033464135	0.0	0.0
(-) ZFP90	0.0	0.020606383583261976	0.009235710198580778	0.0	0.06760038614929287	0.15276665884319807	0.0033352539114592807
(-) ZFPM1	0.0964255109184364	0.028041392258369387	0.4015779827335845	0.02223499496578847	0.13464928996253625	0.05286337310619689	0.014817815917913382
(-) ZFYVE1	0.031843549184794644	0.018755464195058347	0.006832178053427789	0.008120564680391245	0.03960336758949916	0.05701540123912905	0.0014784515932238851
(-) ZGLP1	0.1958515318043498	0.023431222330124683	0.0014135446893683158	0.05918310372823723	0.05536386910318689	0.03745190145200324	0.031421000131364535
(-) ZIC1	0.19949333330332647	0.309128963509997	0.0	0.007868682398263185	0.0	0.05613469187554317	0.28782500290215335
(-) ZIK1	0.0	0.2826051466609163	0.05737895979761985	0.0	0.5257995865055928	0.004572062229864854	0.01144233480378393
(-) ZKSCAN3	0.06940505619947956	0.137614024180293	0.010627105594137463	0.023164226911621275	0.13726145363856634	0.004018577007687089	0.0
(-) ZMAT5	0.040017905652611936	0.04167768841977126	0.03782734047281418	0.07054239082599756	0.0	0.0	0.0011959784629727399
(-) ZNF100	0.0	0.0	0.01010885213752066	0.07725005437804275	0.26074948959884614	0.0	0.022176912118156932
(-) ZNF140	0.06636752323800553	0.011422011935492674	0.02080949813473083	0.0027884121014174787	0.4495910914852799	0.0008636571471577462	0.0
(-) ZNF141	0.14914126136513664	0.0	0.2160772175851785	0.24974547588113838	0.6331521656293357	0.11443564129051835	0.0
(-) ZNF169	0.24814996705959805	0.0006724009260737645	0.04049285122235135	0.027124834508652572	0.050107552884163936	0.05330887081332779	0.07289019741998136
(-) ZNF174	0.03416298718365744	0.011072987522304498	0.0	0.0352240280773387	0.08009001649629988	0.008657605556701281	0.0
(-) ZNF181	0.0280744055130646	0.003705848234949853	0.0	0.052831518701981814	0.14113758881462604	0.012960524883262535	0.0
(-) ZNF197	0.019650674675829857	0.0908515386040522	0.0	0.015691258199028092	0.0	0.007388231529577848	0.12886587704145822
(-) ZNF213	0.0	0.0	0.0	0.08011832803726812	0.1274548413811343	0.008276658256104016	0.08077681230763342
(-) ZNF223	0.10546569732397468	0.01246093763191745	0.09797700824983008	0.13398713333135928	0.36810599290159907	0.06449650517855944	0.03815564034143552
(-) ZNF227	0.0	0.0	0.0	0.1359940802254256	0.15258198373202367	0.044452099799641695	0.0380780039682029
(-) ZNF232	0.0	0.02880387244972397	0.0	0.04273764887821543	0.1250154632372609	0.0	0.0
(-) ZNF234	0.0	0.0	0.04065371340211817	0.010246713493445943	0.2023712377133442	0.03613440899391044	0.07324160556796033
(-) ZNF253	0.0010949555181219667	0.23340469635186292	0.04008873510098935	0.025342477041330566	0.26845289394978605	0.02120723828011717	0.0
(-) ZNF254	0.021577192972282593	0.09267042131081199	0.010991912563676577	0.015250790967154182	0.34364476856495485	0.007852835356594546	0.017772499388728276
(-) ZNF256	0.06282974620787875	0.004826103492075074	0.0032001529144306253	0.0036095294597563716	0.2540510188414988	0.0	0.0
(-) ZNF275	0.05951092159517084	0.10843165541019857	0.016423019795977573	0.0	0.04311508724307718	0.04958756048480906	0.052362966421318206
(-) ZNF282	0.07958222532792504	0.08523339277258704	0.02141887596987966	0.0	0.05667394051304535	0.053019511596210496	0.02259438964779248
(-) ZNF287	0.003113759140979306	0.14094903405750217	0.0	0.0004383491191724007	0.19094604414943553	0.029377386429888384	0.0373188559224803
(-) ZNF30	0.0	0.056533333277239785	0.0	0.09979717964951812	0.11840193012087921	0.010281793150762495	0.042869871850938455
(-) ZNF300	0.19176811938678506	0.2548289492903841	0.0	0.0	0.18907465367560478	0.0	0.02769443590327041
(-) ZNF302	0.028584965924722233	0.0	0.0753867355731686	0.011521001902571992	0.1518533691731374	0.0	0.00834902057184798
(-) ZNF32	0.026157872607953377	9.67778779071019e-05	0.0	0.03211436112473107	0.17165193589827907	0.0	0.0
(-) ZNF320	0.017832075115833155	0.07450540200710953	0.27166102532944547	0.03134979437628275	0.5124425621791083	0.0	0.0
(-) ZNF322	0.1017993104054501	0.0445772464685723	0.0	0.02533083937546576	0.14079771139308547	0.025389258477737566	0.0
(-) ZNF329	0.2456545266100601	0.22846571932130583	0.07399443344859422	0.08690557106590915	0.0	0.0	0.0
(-) ZNF33B	0.06564797456316283	0.0	0.0	0.11989959102372227	0.01332263291923042	0.0	0.01697295592841111
(-) ZNF345	0.1122632260584289	0.13177370565361113	0.01913667354205184	0.05924449404329782	0.46963247666533336	0.017636893374158774	0.03326053813257643
(-) ZNF354A	0.0	0.0	0.0028358565779406006	0.007245832717876377	0.23179501543018555	0.0030042662137093022	0.0467779126331913
(-) ZNF37A	0.08953293704439229	0.0029602322399961394	0.0	0.06965812906961388	0.025766425742352134	0.0	0.015510474490498187
(-) ZNF382	0.19016513669915996	0.27243605444325514	0.0	0.09396690976382752	0.384469531571317	0.013816235993690713	0.0
(-) ZNF404	0.18421662416139045	0.18561187995071923	0.18355380170469615	0.1968434292549559	0.23627761734392558	0.01563778982734949	0.03843117877352878
(-) ZNF426	0.0	0.0533503879610324	0.014263250209092079	0.0313462844346369	0.12298034242889057	0.08374659446650691	0.0008839389889477661
(-) ZNF429	0.05846863996843529	0.25824680410989154	0.05080290444636905	0.05392426847052959	0.5475174276428508	0.04798717018985334	0.0
(-) ZNF43	0.0	0.32041824672043323	0.17982868118391584	0.14050546106184406	0.4642651085278077	0.03789148042646854	0.00589017826945214
(-) ZNF433	0.05305406434565406	0.05601904522098554	0.0716082415224977	0.0	0.32709053942892213	0.04023487094339102	0.00015076491263867116
(-) ZNF439	0.0	0.2823462662141108	0.09214549801671945	0.2022831665749388	0.17102959124180114	0.21249636015160248	0.049434964838686646
(-) ZNF44	0.006865075568671786	0.0202212564209962	0.019008965418086304	0.04115123591805161	0.2655048757876165	0.014699845794147789	0.006944067768215005
(-) ZNF441	0.10956918802895084	0.1606639889876375	0.07188741770433135	0.0654593721281425	0.14942566410047525	0.09134527217995612	0.13546087262008813
(-) ZNF468	0.0	0.0	0.0690148245024509	0.013010822545087215	0.22267405478962712	0.0	0.0
(-) ZNF497	0.12432511790780297	0.17832993321068338	0.18464261014795827	0.18492830545626104	0.11639978025316604	0.19062219890326906	0.025538977520444827
(-) ZNF500	0.028927647979782877	0.06827625116811077	0.0	0.02180957031754909	0.15399883721830462	0.11804838335701141	0.005048982644172075
(-) ZNF506	0.0	0.09019990806348535	0.000635227988549792	0.07340479442974165	0.3803584607574108	0.0006703969620952502	0.011573238783375942
(-) ZNF512	0.05297996669871478	0.014235773382995079	0.3198988898662982	0.0	0.0	0.0	0.009345414900652604
(-) ZNF514	0.002237263601042255	0.10313877835354561	0.0	0.0	0.214718669600824	0.028022788909166155	0.02580440871150762
(-) ZNF518B	0.6205291857557657	0.0	0.1374620678899534	0.0	0.14569541913179668	0.25274551035018344	0.0
(-) ZNF521	0.0	0.32917147184851436	0.057283942085959355	0.06332163117734367	0.23398335201376122	0.24210272899477978	0.06123674259973002
(-) ZNF525	0.007672848769693495	0.0	0.033473826098142034	0.049602052732057984	0.5118828930362411	0.015536307909632707	0.0
(-) ZNF528	0.0	0.3459378994481703	0.0776584639787895	0.024105508573006428	0.12005965712195475	0.0671950833003688	0.0
(-) ZNF532	0.0	0.0	0.0	0.17764151988670493	0.08220779371273729	0.0	0.01504836695289882
(-) ZNF544	0.03583145998198095	0.07297313236622215	0.09367214540120943	0.23771783521917542	0.3752274941606086	0.0	0.021361525041613948
(-) ZNF546	0.12877369453023232	0.26664117792133163	0.03096863176145935	0.059543812093529	0.25188209268005574	0.04529939420408836	0.040754521828796915
(-) ZNF549	0.0165079710191604	0.18891223167333887	0.019865273482245954	0.0	0.17193291475019998	0.009747486964647067	0.0
(-) ZNF558	0.0	0.03278643028620289	0.013204130835010342	0.0	0.3737994115845201	0.0007520061012347601	0.015979948208851062
(-) ZNF562	0.0	0.0	0.0	0.007599914026094299	0.12771174460767176	0.0312622610744122	0.0
(-) ZNF563	0.057838143346924435	0.11329162539274219	0.08429683860366868	0.15851131903514165	0.33007958324887277	0.11005960480111197	0.056870832620112624
(-) ZNF569	0.0	0.16886999608025458	0.0	0.0490765934692685	0.42198447707257536	0.0	0.013954067824314327
(-) ZNF574	0.09598494458582058	0.0	0.02503423045413402	0.196193813466085	0.0	0.17348207047411085	0.0012497128027325317
(-) ZNF583	0.13335909217689948	0.2860326838895002	0.11024930153932408	0.0046371910221872075	0.20185880562110786	0.009202366851402369	0.0
(-) ZNF584	0.01094435721007291	0.007325733754807548	0.05393333446289396	0.02763137535505049	0.0	0.088019966885588	0.0013003988117704316
(-) ZNF585A	0.009818651637326887	0.08747587923306754	0.008624402214317942	0.020622258690088283	0.3512436332578894	0.021179822098057802	0.03571891548297372
(-) ZNF585B	0.0	0.13000999441937536	0.0	0.0	0.5744757805326969	0.0385263364812822	0.04526759930841549
(-) ZNF594	0.10164499720114549	0.0337485890550291	0.004481307797588833	0.019163050911127487	0.16248715547875353	0.07543094114539146	0.0030123000519313645
(-) ZNF597	0.16926861466829116	0.1126740558445352	0.0	0.05204173119161907	0.17989916025397462	0.0005095095710954313	0.016171989075122184
(-) ZNF599	0.022852969262449722	0.10140186200395881	0.01704562755172358	0.004723055558081055	0.31463099960793867	0.05642364763616326	0.027474187736847483
(-) ZNF605	0.1009751905846898	0.010675424000810884	0.0	0.0	0.3003436617380235	0.0	0.0
(-) ZNF606	0.0	0.010045782648957004	0.022489597226514533	0.0859925987387692	0.5147946504166135	0.0033327697968843595	0.0
(-) ZNF608	0.05784458809411376	0.20304178009803858	0.027147379020358305	0.0033373235069504978	0.31013851345083193	0.024359954129215856	0.11576240790102146
(-) ZNF611	0.0	0.17501413768979637	0.020337099538465502	0.0019350319039963962	0.1950798936309865	0.0	0.0
(-) ZNF613	0.0	0.0	0.021386531059494597	0.030209833259474506	0.32048820172014436	0.002495019284386345	0.0
(-) ZNF618	0.0	0.06523874762355718	0.17477758064934143	0.0	0.19195695238128171	0.3249323048518302	0.045940054325069604
(-) ZNF629	0.0	0.12041422867077804	0.2589700076521452	0.02545011695509516	0.0	0.010725966283431379	0.0
(-) ZNF646	0.023547707762964335	0.19292191755533575	0.04748601179660868	0.08805141690564473	0.017547117393853392	0.05567013903493246	0.0
(-) ZNF652	0.11989176503233534	0.00021758575508628938	0.0	0.008174736175209533	0.0	0.02385392397720698	0.015164591305348401
(-) ZNF675	0.0	0.0	0.015171147234677705	0.07109952182685775	0.22655786528784294	0.0	0.02063800058421921
(-) ZNF681	0.09275213429799589	0.23357237398172712	0.2595494263247643	0.4059136935201529	0.5407437370012209	0.0	0.0
(-) ZNF682	0.004386837127060895	0.3453013648630302	0.0	0.030935547418727533	0.3578619074831549	0.0	0.018626236481482948
(-) ZNF7	0.05071874509157134	0.02324039838666112	0.1807327699357064	0.06378468564525377	0.03543635346379108	0.10620597697576335	0.0
(-) ZNF701	0.023289822232855893	0.11670053376179089	0.19369730172955016	0.0	0.4030906790538732	0.0035847816220698227	0.0
(-) ZNF71	0.05476260774504985	0.3017111887979297	0.05958688980687189	0.0	0.06390155092447444	0.0	0.0
(-) ZNF710	0.0	0.053689202709809564	0.0	0.040120974306368636	0.06458634941321463	0.11371285304694197	0.02281363180144021
(-) ZNF714	0.07628036394154247	0.0	0.0012830682039284872	0.05701292802130114	0.10938311333094816	0.0	0.23771020742325585
(-) ZNF718	0.1088086089705959	0.0023209926103656864	0.0254846320657196	0.17248988244871627	0.48425500091007495	0.0	0.0
(-) ZNF726	0.06680107038663882	0.24475198940717602	0.04832063278993563	0.1638638331347804	0.3230989384605009	0.009905013177912035	0.0
(-) ZNF736	0.0	0.192907147599102	0.0	0.10187314294669282	0.38242935004921136	0.01980937813892428	0.051542731108652075
(-) ZNF737	0.12742117472244385	0.35205264172218187	0.15281410101663503	0.15671142172856192	0.49894150656932623	0.06262269522648964	0.0
(-) ZNF764	0.029344475406925554	0.12838203972976894	0.0	0.028260918041766264	0.0	0.0	0.0
(-) ZNF772	0.043054881939340754	0.18325334465900858	0.0468810091119335	0.015109496507976404	0.19512590190207282	0.0	0.0
(-) ZNF785	0.0	0.10763972209749105	0.12946382203498744	0.18387950427260263	0.056149176064249996	0.008962211295604676	0.027695545594205208
(-) ZNF786	0.16354731485371776	0.004773809633587337	0.003359185185168082	0.014149151547638766	0.011307697750014379	0.04727585903158976	0.0
(-) ZNF790	0.025260217620042352	0.15425696294368924	0.0	0.0615957692814791	0.432619407179425	0.0066352510778717394	0.030116242914182637
(-) ZNF793	0.0635248467561972	0.17100935637066106	0.0	0.30440869249597663	0.6963416126144003	0.029713328441340055	0.04074662236886662
(-) ZNF808	0.03722537827167898	0.0031106226218734793	0.013372947100344338	0.08655572796259542	0.3060926432531269	0.0045505671965657786	0.004891308296842853
(-) ZNF813	0.08565796667979747	0.019618783065657012	0.05735733055381627	0.004392875219630776	0.5006853160988701	0.07221040567093566	0.0
(-) ZNF816	0.04492909792165471	0.026331614052335466	0.11960773357854641	0.006276508600759653	0.25906257559859247	0.0	0.0
(-) ZNF827	0.017372461875646117	0.2176253782650894	0.0	0.0	0.023041059024495946	0.011143690319887784	0.02862240372211421
(-) ZNF829	0.0	0.3418234184555383	0.030689976882056515	0.12642324916660014	0.4313023773949499	0.0	0.0
(-) ZNF83	0.0	0.19536078452914665	0.018449898021854472	0.0	0.2041005179622472	0.0	0.0
(-) ZNF880	0.0	0.20744872198039901	0.14282803607340158	0.08778376683988713	0.5528154166128723	0.0	0.0
(-) ZNF883	0.05228071430740371	0.23159779042007284	0.0	0.20265002098809812	0.2520175115406131	0.0	0.07907090858328726
(-) ZNF888	0.10295392193890335	0.03447042478510279	0.29992582130634243	0.08640364387617243	0.4238804325598818	0.01834534345729971	0.0
(-) ZNF91	0.011910631477859897	0.09374749624002043	0.014445105154421288	0.038921265075668	0.3132950236208411	0.0009321265304789254	0.0
(-) ZSCAN12	0.08769936801067653	0.0931012740953279	0.027960521013445063	0.055166242763276696	0.09660802477614544	0.01420569957541875	0.0
(-) ZSCAN16	0.23225887418610386	0.0	0.0	0.0	0.08338559177812643	0.028178901362889777	0.0
(-) ZSCAN20	0.024360436013340106	0.14132364385512244	0.0446191088271436	0.05407968542263531	0.015430913553010149	0.007461805901803935	0.11539483053264293
(-) ZSCAN29	0.011063573192843262	0.0	0.12278612578868106	0.042900356319848267	0.05632586844185462	0.0	0.0
(-) ZUFSP	0.0	0.0	0.0	0.15228547046916419	0.0	0.0	0.07082684622856873
(-) ZW10	0.0	0.0	0.0	0.11955491169423345	0.0636325004712031	0.0	0.0011416034388379535
(-) ZWINT	0.0016027987554715105	0.0	0.0	0.16918613374042524	0.0	0.0	0.007026503432161593
(+) AAAS	0.18132251319640794	0.10533523295668241	0.21213687047284166	0.029797695567581477	0.2968894797022691	0.11465447611844932	0.18432087824136265
(+) AAED1	0.11122171627658348	0.028556388527859092	0.06297814405059637	0.1256249463245436	0.10505526957508368	0.10387057449406964	0.005480506334128187
(+) AAGAB	0.0022643571672514096	0.10556416169271694	0.18606598059570525	0.0	0.0	0.0	0.0
(+) AAK1	0.03365761718394382	0.0	0.007542095389390412	0.0598302582906325	0.040447944009976845	0.0008796541660451106	0.026083634195751743
(+) AARS	0.07623086482553433	0.0	0.039140653443692976	0.030532456938231263	0.013840373540871823	0.020263644943699113	0.017937414942028544
(+) AASDH	0.019907916388307717	0.0	0.01822442393888273	0.01237683945911283	0.0	0.02351675048557563	0.0
(+) ABCB7	0.0	0.0	0.1478526740758751	0.0006202697119363271	0.0	0.12713680937617586	0.004567776421520879
(+) ABCC2	0.042518405149132944	0.08781284505631679	0.0	0.028069411306173887	0.10728320924658198	0.006053276317030874	0.030887403598698262
(+) ABHD10	0.022486875589156238	0.11558631372208379	0.007905934710993292	0.023093759104702734	0.05646280841026959	0.0034485846917567363	0.0
(+) AC006460.2	0.0	0.0897507026407769	0.10323206094140273	0.03928663102341294	0.00727871905833058	0.0	0.0
(+) AC009120.6	0.044127284456017435	0.0014000054315096914	0.0	0.0	0.06168660376114545	0.006976223012843189	0.058657511292275276
(+) AC092620.2	0.012222141875619928	0.002065420738385052	0.0	0.033148345463724284	0.0731885775030387	6.203545289074538e-05	0.0
(+) ACAD9	0.035043281001011714	0.03802519032811073	0.07280611486593874	0.0	0.1177770588091841	0.006222161352342816	0.0058212647668296515
(+) ACKR4	0.025179680095665756	0.0	0.00018966306439759326	0.022601867564892016	0.08276112642877885	0.005125929548765713	0.0
(+) ACLY	0.057716707559428586	0.004688028993116347	0.0	0.016418823684514187	0.1101973726681577	0.0	0.0
(+) ACO2	0.0	0.09090661006873985	0.008289037015916574	0.03031828035118696	0.040685935221146934	0.07207721396786528	0.0
(+) ACOX1	0.0	0.0	0.3109277622300342	0.0	0.0	0.0	0.0
(+) ACVR2A	0.08132605108680467	0.0	0.22725587290693872	0.0	0.0	0.10753289747617308	0.0
(+) ADAMTSL4	0.020252648366203357	0.056148389783758225	0.0	0.00024529697416931075	0.045678068379032474	0.0	0.1787595222906572
(+) ADK	0.0	0.15411987296897392	0.0	0.0	0.0040313810848322616	0.0	0.0
(+) ADPRHL2	0.050043816898608366	0.00035815323556540187	0.04397633112002541	0.0	0.007626908461020671	0.0	0.005087188955462649
(+) ADRM1	0.07636459249735184	0.08125732427960966	0.0	0.0	0.08078995355806301	0.013088570193182122	0.05002696951648857
(+) AEBP2	0.0	0.0195492615004713	0.17480858636078075	0.014795733282532876	0.0	0.060070690807115606	0.0
(+) AEN	0.07345337250145166	0.02080859285718494	0.0	0.06515961808378205	0.3245926216854374	0.03023852788126005	0.004406472278422593
(+) AGAP5	0.013341273912971678	0.11013699281565922	0.14046223361834018	0.0	0.0	0.024678668141296985	0.0
(+) AGFG1	0.010254953432639609	0.0	0.3287918301474622	0.005264119021654259	0.17872582369189655	0.0	0.08979457684288139
(+) AGL	0.02838583364757772	0.06047429967547085	0.17037738623143558	0.007921444275435457	0.0	0.04497289433960862	0.0
(+) AGO1	0.027862524095634257	0.0	0.18746468518308787	0.0	0.0	0.006953364141380257	0.07740322050280707
(+) AGPAT5	0.04406853530035581	0.0	0.08915388762790648	0.011424283052104522	0.008458265271919554	0.0	0.0096169803420574
(+) AGPS	0.02142781482458227	0.0	0.1007023852643831	0.023654987767515658	0.0023565811258024973	0.14574957899836702	0.0
(+) AGR2	0.06905584992559263	0.11507922458704851	0.04112115099573804	0.05936179818739819	0.0	0.0	0.0
(+) AHCYL1	0.019114203408069207	0.0	0.07375036772560169	0.01150479795364668	0.010590533586442767	0.13784886971184057	0.0
(+) AHCYL2	0.0	0.07284330235504971	0.13510696722989804	0.03582109724832608	0.0	0.0	0.0
(+) AKT2	0.05731431725241233	0.0	0.032498803386369936	0.0	0.0	0.0033492165965421494	0.025168937397813722
(+) ALDH1A1	0.0712237436667772	0.13073625734735933	0.1769339771889858	0.041836335352410575	0.06749325165624369	0.05171619222866701	0.0
(+) ALDH3A1	0.07876976937693254	0.10459856534563021	0.21915472636332772	0.02483509444743803	0.0	0.0	0.0
(+) ALG10B	0.002749314020287924	0.0036744636415067733	0.0	0.0	0.14643206339383985	0.078624023831032	0.06649537786544435
(+) ALG3	0.02937359576454681	0.050094312172145765	0.01724637532068531	0.0013729949393910235	0.048458471052008345	0.0	0.029322871900691414
(+) ANAPC10	0.0027195940179268675	0.0	0.009928659628984173	0.009547789915335772	0.08463130460335141	0.09365232165764437	0.0
(+) ANAPC16	0.003228046220878204	0.12959054968304193	0.008348395831953535	0.02111271022782584	0.006302198427852025	0.01846878167396741	0.0
(+) ANKRD27	0.02956781921815463	0.010187165249550729	0.056005285832346964	0.0	0.11763371536623565	0.0	0.027088344332306905
(+) ANKRD36C	0.017116589140958618	0.0	0.0	0.051260929361696926	0.09524656794602	0.011448044936085937	0.0
(+) ANKRD46	0.07084273217203815	0.11195876865369937	0.08990318172261202	0.02284679256656007	0.07328444540987734	0.0	0.03837404241587583
