	P0	P1	P2	P3	P4	P5	P6	P7	P8
(-) SIRPA	0.0	0.09912426125647754	0.15955351486881017	0.059887513676971704	0.030783856890368697	0.01486524905327763	0.2970508563809656	0.0	0.022568531456126938
(-) SIRT1	0.0005986794727633231	0.0	0.017777496470482792	0.18946957226844083	0.0057478660731609486	0.0	0.002943238717231535	0.02277853583699786	0.00560271979209819
(-) SKAP2	0.08631015466794603	0.0	0.17275434196901054	0.011100641836181716	0.0026084654688256874	0.0	0.0	0.0	0.0
(-) SLAIN2	0.01202342912237633	0.0	0.09602759518069948	0.05771808948628502	0.0	0.019102969825823768	0.01158944731678984	0.0	0.0
(-) SLC16A7	0.046607735937391676	0.1898312873448738	0.054787609343747844	0.24035038679042922	0.0	0.023628157677880474	0.32280507629276495	0.09356752686977694	0.16928483749478293
(-) SLC1A3	0.0	0.013862060303360228	0.1542402239331929	0.14609483919788158	0.07175859054586753	0.08056818036986822	0.0	0.1617510083402931	0.0
(-) SLC22A15	0.34540748054003556	0.0	0.126106761434278	0.06566389820713252	0.2100583147053413	0.0015653812446431627	0.034103943171168535	0.03299443703647669	0.028938933230567752
(-) SLC25A20	0.11143543831328614	0.07265717509878039	0.01021907532917386	0.0	0.11089293256787008	0.09995859883690147	0.0	0.016604115178767066	0.10051869687868288
(-) SLC25A23	0.09112116379264393	0.0	0.0	0.024073020328815434	0.06170584283108172	0.003973202574452661	0.013051880911092743	0.01994707381249254	0.0
(-) SLC25A38	0.05141291180120784	0.049826718823476224	0.0	0.0	0.0	0.0	0.022150757065068166	0.032361170112681296	0.0
(-) SLC25A46	0.07577795582974894	0.07603383998690272	0.0	0.060889535039979056	0.0	0.0	0.0	0.0	0.020751216603777618
(-) SLC26A1	0.08536902690227773	0.166472899783529	0.014326642354929262	0.06935770887977744	0.0560998669807962	0.19625905622187007	0.18753248383158871	0.025116605778766184	0.02766882540366591
(-) SLC29A3	0.1564642179625208	0.0	0.2471669037142786	0.0007209045726514001	0.12720279381840288	0.11231253871373348	0.03386751166399648	0.0	0.0
(-) SLC2A10	0.0	0.1427458333721918	0.07875533146173831	0.009923887257352583	0.3183383535747898	0.0	0.0	0.029052531679487154	0.001271122734503233
(-) SLC2A13	0.12905860930494098	0.0	0.2816304147204587	0.0014056780065635904	0.0	0.0	0.02536116320508778	0.08092862573690991	0.05475576049917033
(-) SLC2A8	0.08419401643393612	0.0	0.0075672440080720915	0.0	0.18363188624645183	0.023471815531438248	0.0	0.0	0.002301363188086586
(-) SLC30A4	0.07848947864898244	0.025286799084270974	0.016137761583435398	0.0	0.07024608318251249	0.20754100351327856	0.0	0.009015246317717199	0.0
(-) SLC35B4	0.0863667757917057	0.2038530291500654	0.0	0.0	0.0	0.0	0.0	0.0	0.04938070733755723
(-) SLC35E3	0.06354085415855301	0.0	0.0	0.0	0.0	0.0	0.012803576595892652	0.03455743365960615	0.06817342607660118
(-) SLC35G2	0.0	0.16897832284051206	0.11885786191498302	0.14250641330682595	0.0	0.214700491638926	0.05409556159920509	0.07112618108979486	0.0
(-) SLC38A1	0.0	0.0	0.03657568798674245	0.04173722438092843	0.0	0.24587107453458312	0.021744790948075944	0.11106992657310606	0.05805889924410395
(-) SLC43A3	0.0	0.21648483484748043	0.11830138608960643	0.05872372010791803	0.13214018655292903	0.0	0.09188568754449782	0.014049730110552784	0.037443126693067416
(-) SLC45A4	0.11422057990024745	0.0	0.052215920350378336	0.012303659882060482	0.14313205874752413	0.060775424259098015	0.03818066735503792	0.03632897050071418	0.0
(-) SLC46A1	0.032230534717122665	0.0	0.0	0.01037903322714228	0.06713603163523502	0.0024300559710635976	0.3043982023317753	0.0495682274875436	0.002977028538557451
(-) SLC4A2	0.029749482368723528	0.1309293449496152	0.025836957637708442	0.0	0.056610522697149855	0.0	0.0	0.0	0.03763958040537176
(-) SLC4A3	0.037879385580498234	0.1138148408795767	0.0	0.0	0.1687951345729636	0.01217234452885767	0.2846491470171418	0.0	0.08677354835760383
(-) SLC9A7	0.07533995905351475	0.05273470833489135	0.062026602130076595	0.0	0.0	0.0018486505849874908	0.23588027073824475	0.0	0.016779001638019923
(-) SLFN12	0.031195497619352225	0.19436511943971838	0.10345673096391825	0.03573693939619266	0.0	0.0	0.0	0.05068318742406881	0.0
(-) SLTM	0.0	0.0	0.0	0.2056269634710197	0.02050790720419826	0.0	0.0	0.0	0.02423588576930876
(-) SLX4IP	0.04528871594996434	0.004047886936990623	0.0296813943802537	0.06170774312551168	0.033331246682636984	0.02900967497136378	0.03586192941207198	0.16622769330063314	0.007741663605455436
(-) SMAD2	0.0	0.0	0.029503928767577427	0.09811054820543803	0.04879884114104178	0.0	0.0	0.06741523375548389	0.0035380189097047408
(-) SMARCAD1	2.25814664855421e-05	0.003760774836169294	0.008785151682666548	0.11927546910674815	0.0	0.0006134469857176598	0.0002437888748376839	0.0	0.12580242008733386
(-) SMC3	0.0	0.0	0.0	0.2126296986632242	0.0	0.007670315224670855	0.0	0.005917554245193073	0.0
(-) SMG1	0.0	0.02662793558007701	0.0	0.08365035500906373	0.0	0.018341726008960904	0.021642542759485787	0.0236210485772938	0.02363753054391287
(-) SMIM19	0.10558253526244599	0.11282660924071772	0.0	0.0	0.002218134874897965	0.001596545703058442	0.007337417367149166	0.0	0.011333093842901943
(-) SMIM8	0.1948284046172355	0.0	0.0	0.09712755569867058	0.0	0.0	0.08306017108453359	0.03283273807502219	0.0
(-) SMO	0.2205777096047781	0.0006980578196018923	0.0	0.0	0.1947892198043255	0.0	0.11645205906442134	0.0	0.045896288883461214
(-) SMPD2	0.01974034147505107	0.0	0.0	0.154939344685165	0.0	0.0008938931639116992	0.0022458862053444	0.05264215334802273	0.01902647667956285
(-) SMYD2	0.01640463680095498	0.042778855504379674	0.07743226048517729	0.038137971358778076	0.06858590306112367	0.0	0.01083074605357526	0.0	0.003033544430990979
(-) SNAPC2	0.05231686266830523	0.20810022943810755	0.0140254177123107	0.02391385293820131	0.0	0.0	0.0	0.013516712273535734	0.09844026252650828
(-) SNAPC3	0.042545274345591945	0.0891239806245107	0.0	0.12001948887687817	0.010152803071287615	0.0	0.00810438336693453	0.0	0.06323014386326052
(-) SND1	0.017023798615987695	0.18186876682557868	0.11991619228201736	0.0	0.006191592257088164	0.0	0.009111127811184422	0.014077753378035579	0.065122906936429
(-) SNIP1	0.0	0.0015738498542052471	0.0	0.08437699150323655	0.015460019632246424	0.013432532018147977	0.009846790284964591	0.044462758107404	0.0
(-) SNRNP27	0.0033502547872289365	0.1071717406008084	0.051839787185613856	0.05344848366977852	0.0	0.0	0.0	0.0007590410447076436	0.007561596710097955
(-) SNRPD1	0.0	0.0	0.0	0.21851039468570777	0.0	0.0	0.0	0.052128970664422125	0.005189877467490298
(-) SNTA1	0.019989628382190948	0.06943692226108927	0.0	0.006339394384719914	0.05242774447916835	0.011979391953780453	0.0	0.031176266452942986	0.006873735820846409
(-) SNUPN	0.02728075964260498	0.0	0.0	0.00030768046703194573	0.0	0.0	0.18560399404514616	0.016360786170457105	0.0
(-) SNX14	0.024218190545364122	0.03272175140324699	0.0	0.11850725733044072	0.008063745826335393	0.04944085339939556	0.0013262793062254522	0.02643640803231442	0.0
(-) SNX8	0.0006481558667186642	0.10350699681363827	0.06749447587672754	0.01073945653600148	0.0	0.0	0.0	0.00012786328366685295	0.0
(-) SOGA1	0.0	0.10017756782208778	0.011272556496472574	0.0	0.0	0.007292882733896274	0.18256860016693546	0.0	0.0
(-) SP140L	0.0	0.07671495450198972	0.11017033088308963	0.022063879782920476	0.0	0.0007477742841117569	0.0033218885282953717	0.0	0.06223223720535311
(-) SPATA6	0.15708822091301242	0.09335285636251403	0.0	0.0	0.144370811120083	0.0	0.13499579483603596	0.0	0.2848879798315882
(-) SPATC1L	0.2026076542557307	0.15743707999382175	4.695182032077007e-05	0.06556247814680376	0.04590817895944278	0.09476537250187818	0.1425628291196433	0.10557734760125681	0.04599978752441921
(-) SPECC1	0.18199939186992636	0.0	0.0	0.0	0.06444409739584556	0.005905991166136524	0.0	0.0	0.0
(-) SPEG	0.0	0.2469556759531864	0.020032075672827405	0.06070495173442276	0.0	0.26442023726558694	0.3097876241927263	0.0	0.11215582500594476
(-) SPNS1	0.009742838354193312	0.1155019242238973	0.0043532476735883814	0.028440046285731456	0.03170092173013993	0.0	0.0	0.01934998450489453	0.02975459823040581
(-) SPOCK1	0.013039656418300488	0.06942199247778666	0.06029395561640349	0.0	0.14386044255713865	0.10159361818966145	0.3009786622523982	0.0	0.14590823313747447
(-) SPPL2A	0.018521725502073396	0.0	0.0001278805061193435	0.0	0.09227848154762179	0.03221365204127741	0.0	0.0	0.0
(-) SRC	0.006637062843212905	0.0	0.07270379219044094	0.0023319054689559613	0.036154527661524716	0.0	0.04551434741472524	0.0	0.07897464662405294
(-) SRCAP	0.0	0.12217395490938301	0.0	0.06266887730712231	0.0	0.0	0.05977954899798622	0.04198802377474753	0.0155354204380125
(-) SREK1	0.0	0.007862531076260561	0.0005055533680703435	0.17429205584282767	0.0	0.0	0.0	0.0	0.06806685273534749
(-) SRPX	0.03986895807243053	0.21928834474403372	0.18471968206739905	0.0	0.0	0.0	0.1895053649869464	0.0006173273907586453	8.662152024556997e-05
(-) SS18	0.0	0.0015710328623158578	0.01555773784264588	0.053531310374321246	0.0	0.035263782928013056	0.0	0.04375370594249456	0.005807886121606801
(-) SSBP1	0.07224251239346878	0.0	0.06414430627484953	0.0	0.004917206246922792	0.0	0.0	0.0	0.09999025808113884
(-) ST7	0.04938859057460378	0.0	0.10522897436208388	0.0	0.035470367012020734	0.0	0.00124953944057054	0.037696158780897895	0.05007007299085004
(-) STAC	0.1340812211195977	0.17639368951709192	0.05644911127572778	0.17094974284442443	0.008802738420127191	0.008774208812385657	0.034217143914622584	0.02782792835125803	0.0
(-) STAG2	0.10589970002859612	0.0	0.0	0.029943429155435033	0.0014765992293231645	0.0018246228505239496	0.0	0.008484987173355508	0.0
(-) STAM2	0.031471101897357114	0.12380724702616874	0.011806157804246304	0.027177634681170692	0.0	0.0	0.0	0.0	0.031413626022794565
(-) STAMBPL1	0.1248414210727339	0.02761035535492529	0.17508434416808907	0.0411105114203652	0.0	0.0	0.0	0.0	0.04685672769678667
(-) STARD3NL	0.008488840682093162	0.1290526342999435	0.0742062610220567	0.023028368255656247	0.058475493946165066	0.0	0.0	0.010457219711053461	0.0
(-) STARD4	0.05284253393882937	0.0	0.06920769365243573	0.0	0.0	0.0	0.051477144212040325	0.0	0.06809386079440675
(-) STARD8	0.07396354706673763	0.3319388476996385	0.12999404087852143	0.07127662975139731	0.0	0.07837477564715907	0.3330068694166762	0.04713857125363558	0.02403085692347256
(-) STARD9	0.025253817313162057	0.2576803138795644	0.0	0.007223740679136488	0.0033806592117720585	0.06543217869021924	0.0022383903556266035	0.03209831799173516	0.0056961150669529404
(-) STEAP2	0.06297059631012614	0.2003089776872386	0.13891448844861884	0.2145683825358717	0.03159878270884379	0.35934549508809055	0.07155264180565504	0.006891296516646253	0.09313890331210756
(-) STIM1	0.06143516167222987	0.053400862607530804	0.0	0.021228012275775466	0.019831236232710582	0.09704945900780759	0.0	0.00036033038550852063	0.0
(-) STK11	0.038694943669273875	0.07652363125289456	0.0	0.05245454880345031	0.0	0.041002700697826855	0.0	0.0014229064811734846	0.0007064043276555354
(-) STPG1	0.23581088362326716	0.0017356711358042488	0.035943849635834	0.0410419323594929	0.0	0.0	0.04025791757225205	0.0781077631841118	0.013104072167881222
(-) STRADB	0.06781272893498048	0.11689649237577567	0.06558063664453648	0.0	0.0	0.004191571645509868	0.02910675401388343	0.0	0.0
(-) STX7	0.05160955032673475	0.0	0.0	0.1403219351363456	0.0	0.0376173601576628	0.01705584200652236	0.07154301577413873	0.013195890312847021
(-) SUFU	0.028350499841734975	0.061908937875783464	0.0	0.031300069629410676	0.019512787646314235	0.0	0.048849780493333064	0.039607450409703725	0.0053336733615931865
(-) SULT1A3	0.002902719645713962	0.07056120910072355	0.016700779587887647	0.09964358876903426	0.0	0.0	0.0	0.025511187021283785	0.05802153234776194
(-) SUN1	0.0	0.03775955593246397	0.0	0.0	0.12690216535596296	0.13458606320335093	0.0	0.0	0.00933259631617511
(-) SUPT20H	0.059250127135800995	0.006505666454825962	0.0	0.03662139627951988	0.02819989869835599	0.0	0.0	0.00924125528541818	0.0
(-) SUV39H1	0.04009082446783127	0.0	0.0	0.15750850298420466	0.0	0.0	0.0	0.04190092698817322	0.0
(-) SV2A	0.03877111188181593	0.37480176608091925	0.0	0.03271989127529082	0.021169209909010542	0.0	0.0	0.0	0.0
(-) SYDE1	0.0	0.20265545739745375	0.05700928711880259	0.0	0.04965563858924736	0.0034161755941317074	0.0	0.0	0.016623543947789053
(-) SYNCRIP	0.0	0.0	0.0	0.14594571434378814	0.0	0.0	0.0	0.09610738530822274	0.0026019439683685297
(-) SYNGR1	0.10914696465344328	0.0	0.1568220795100817	0.047229956979710205	0.39385128625440996	0.06588001793543312	0.030405054273165862	0.016212190688263052	0.0
(-) SYNGR2	0.21700744524845628	0.0	0.0	0.035808582969029994	0.044694585998721996	0.01775701787287654	0.011206011696011712	0.026598398392229074	0.0
(-) SYPL1	0.11581044599508662	0.02255828349818451	0.0	0.0	0.0	0.15756116045253224	0.0	0.0	0.0
(-) SZRD1	0.0	0.04893588191290895	0.0393181110313646	0.0902092743305483	0.0	0.0	0.0	0.12287853630077651	0.005369886936713187
(-) TACO1	0.08684788115666585	0.016426625765033988	0.0	0.08121393399358416	0.0	0.0	0.0	0.008432116681854267	0.0563921138541447
(-) TAF12	0.0	0.036845063764905435	0.0	0.003033413100252145	0.0	0.0	0.0	0.13970109326476304	0.005438176422807693
(-) TAF7	0.07442419622025345	0.0	0.042112004775140634	0.0	0.011144553817965273	0.031974685001423954	0.00763421102022792	0.0	0.009358595866703324
(-) TAF9B	0.0662765440141933	0.13460486441749533	0.0	0.12743341523068924	0.0	0.1148567282400067	0.0	0.0	0.0
(-) TANC1	0.034020192683948916	0.09388314557962299	0.0	0.0	0.07353681208667606	0.00039602168872899537	0.03712885458308301	0.005470779201983059	0.002220756507044068
(-) TAOK2	0.0	0.19099618148658104	0.0	0.028447922399906036	0.0	0.0	0.0	0.09801031916979729	0.03548274971423594
(-) TAX1BP1	0.0	0.0	0.10301106336383839	0.015120556653826816	0.15182420066132485	0.0017477392095556735	0.0	0.0	0.0
(-) TBC1D10A	0.0	0.0	0.020831248458709865	0.0	0.09374668944899146	0.0	0.0	0.07502257204231254	0.028396541919553882
(-) TBC1D10B	0.0	0.11335002973458456	0.0038689952180019126	0.0720422024723206	0.0	0.0	0.0	0.037564016416674284	0.00498935845841389
(-) TBC1D8B	0.05180581563023039	0.06443580218765665	0.05248403242808466	0.0	0.00041432960642053283	0.0	0.3275590655627428	0.11072843944073799	0.09409845813663854
(-) TBC1D9	0.10429967399061457	0.05166078825815606	0.0014029998821167334	0.0	0.0	0.0	0.022251888524340225	0.0	0.0006416823876942181
(-) TBP	0.0	0.0	0.0	0.1621615083205133	0.0	0.0	0.0	0.051781098284739695	0.005642826601130745
(-) TBX3	0.13539743722592942	0.08230652807092795	0.07767825354181748	0.22091610024139435	0.021764279304507222	0.026808344404359308	0.05123995891760752	0.13863990091492728	0.1166999160220631
(-) TBXA2R	0.15201236544507146	0.18813861654224093	0.10105814228680766	0.13835420509483082	0.0	0.008477356911089449	0.03217090320180074	0.06708435315825342	0.021663423554750982
(-) TCEAL3	0.0	0.18742548958793198	0.0022353142444677264	0.0	0.0	0.0	0.06186166931345495	0.02297342862239192	0.050997275304576435
(-) TCEAL8	0.0	0.09670674951160403	0.008167240379746513	0.0	0.0	0.0	0.19281865732596293	0.00566513512367781	0.0
(-) TCEANC2	0.0	0.0019460586916900111	0.061153021174137366	0.13578433037384355	0.0	0.0	0.016368492917615836	0.10493793922895091	0.0
(-) TCF4	0.0	0.34119759847569103	0.0	0.0	0.03801840430202154	0.3102035797196241	0.0	0.0	0.004351899974348846
(-) TCF7	0.0007460734788553574	0.3881749126853108	0.03602028747682371	0.1236090462099679	0.12649678207283727	0.1611727948947662	0.0	0.03332772677698242	0.16518226909602476
(-) TCHP	0.0	0.0	0.0681457474582399	0.19553054942304884	0.0	0.006042572918112498	0.0032895318872559385	0.017606323326291976	0.03748611996228336
(-) TCIRG1	0.0	0.0	0.0	0.17288626027257406	0.010786992177263125	0.007473318546714382	0.00017267210233600668	0.06931296398485423	0.0
(-) TCN2	0.0341763101200395	0.17094026624376898	0.054387001213425046	0.10384763904981996	0.05609534502906241	0.06283791525391812	0.04300726170559245	0.016132512458338952	0.0
(-) TCP1	0.0	0.0	0.0	0.16055358630318212	0.0	0.0023042785051039043	0.0	0.06115060734641619	0.0
(-) TEN1	0.05569336864075547	0.0	0.0	0.03188873019992626	0.0	0.16482843717694984	0.01120448048125189	0.0	0.10831685163633384
(-) TENM3	0.0	0.2769866117173435	0.0	0.009467758558423727	0.0	0.012640736213932552	0.28945013343408765	0.0019345469386575147	0.0
(-) TET2	0.015486463785026555	0.07511428447621538	0.0	0.006378116658402265	0.06702418226345686	0.1367724760325745	0.009387404163932422	0.0005546101837252286	0.16315810044981416
(-) TEX30	0.06792627728464415	0.0	0.03002441550096487	0.11009664591781573	0.0	0.0	0.0	0.025732217158721326	0.0
(-) TFAM	0.027211719648979768	0.0	0.0	0.20312098953606306	0.011079620540525385	0.0	0.0	0.0050205563619662085	0.0
(-) TFAP2C	0.2534817537857679	0.0	0.03281503262199814	0.0450694327853041	0.005619010355043193	0.01871982537708058	0.0	0.02348460584129246	0.0
(-) TFCP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10802923413623494	0.0
(-) TFG	0.0495341674186061	0.0	0.0	0.0	0.0	0.11157239485907687	0.0	0.0	0.09277703303406344
(-) TGFBR3	0.039726301767878384	0.0	0.10512483490504099	0.05055446317175586	0.0104487485719153	0.0	0.017253463579531326	0.1078820433328547	0.2720193707028792
(-) TGIF2	0.002586083506836181	0.0	0.0	0.0036867929675932797	0.22825994186214435	0.014788475763906742	0.14868625978855868	0.0016013288668333663	0.0
(-) THEM4	0.10197591531712463	0.05183670214373694	0.15174569650030134	0.0943100895465881	0.019436226343952156	0.0	0.0	0.0	0.0
(-) THOC2	0.0	0.0	0.0	0.13595592468070897	0.008275119781329904	0.00290947352744896	0.001618811179291024	0.034636041804246155	0.0
(-) THUMPD1	0.0	0.0	0.0	0.04871002110652091	0.0	0.023777285584947436	0.17810090089398958	0.0	0.02992542221154889
(-) THUMPD2	0.09047191439589607	0.007577613184273112	0.0	0.11561909496461018	0.007091906133579139	0.0	0.0	0.0	0.0
(-) THY1	0.0	0.35307831896550956	0.0	0.028793387068397527	0.1193048633119642	0.3239055483060891	0.09973486138623308	0.07681488795312601	0.041821713165945955
(-) TICAM2	0.0	0.418313380134327	0.04780361859663291	0.04204837788111346	0.0	0.030932147510649582	0.10834552545969184	0.0	0.0
(-) TIMM17B	0.09705858627741347	0.0	0.0	0.053311076300456645	0.021107265202751517	0.0	0.0	0.013797954358294947	0.0
(-) TIMM23B	0.03847416616259664	0.0	0.0	0.12992920161778013	0.0	0.0	0.0	0.043212245781582996	0.0012934003377913516
(-) TIMMDC1	0.014058127268037844	0.0	0.00216822370162361	0.0	0.0	0.0	0.0	0.0	0.12501337342611152
(-) TIRAP	0.08261015928038802	0.0	0.03576994994502698	0.0018206938286300413	0.18521798716044902	0.0	0.03406019731736184	0.012274906304610596	0.026249845069374143
(-) TLK1	0.025168005304162043	0.03239480141499999	0.0	0.15265567000778382	0.0	0.0	0.0024279305967637122	0.0	0.06975309279871225
(-) TLN1	0.0	0.19293988774150964	0.025052504602251977	0.0	0.0	0.11240389596481803	0.0	0.0	0.03703625281632824
(-) TLR4	0.2596318967314134	0.2558885736690108	0.014543824203152252	0.19792422315652694	0.1593338572382282	0.061503162672659824	0.0	0.0	0.0
(-) TMBIM1	0.03594300396506421	0.0	0.005508130137089028	0.014550001847494063	0.0008628429616186548	0.0	0.01679558236306009	0.0	0.07926606301903714
(-) TMED5	0.0	0.1099556634813713	0.0	0.0394784737901988	0.0032486710843274264	0.0	0.0	0.11112365072271438	0.0
(-) TMEM117	0.2568572915826882	0.0	0.0	0.0	0.04732178031840542	0.0	0.11967450616901565	0.01790605237272471	0.0
(-) TMEM121	0.11737283581023251	0.04808366400373168	0.0621958051653159	0.0	0.10296404355366658	0.03514602936904706	0.07907815134703086	0.003996497325755572	0.10655800207697927
(-) TMEM154	0.12096260998795486	0.05465496934197532	0.09209532675473214	0.23428772249471694	0.03669957422717999	0.2945522566723351	0.36853333731593974	0.11289640244260447	0.07858343544525624
(-) TMEM168	0.03492303344491788	0.0	0.0015409277389610717	0.0	0.0	0.020378675566972763	0.0	0.16977445403851552	0.0
(-) TMEM182	0.15265545393168378	0.0011179481726328907	0.003934192154659634	0.0018840767746110142	0.0	0.0	0.03609082985835909	0.08595785898975408	0.042456160286252966
(-) TMEM185B	0.09106314628976786	0.0	0.0019061445756452544	0.012163089197996461	0.0	0.0	0.34496692326749695	0.1399947066531403	0.0
(-) TMEM192	0.05210966575055628	0.06601191028282158	0.003057482412752291	0.07351764008198201	0.0033934813244236796	0.0	0.0	0.03872558317950627	0.0
(-) TMEM205	0.041764756129981255	0.04777595176787609	0.0	0.01305692841577236	0.01517586845622835	0.0	0.1853164168883916	0.012474855759503802	0.0
(-) TMEM219	0.004234180247900666	0.1090707289628623	0.036887391330353916	0.004894701397508282	0.01774152856071949	0.0	0.03533497355164201	0.07283068372811104	0.041920472097706364
(-) TMEM222	0.0	0.06132992307283635	0.0	0.0	0.0	0.0	0.0	0.15637279424581987	0.0
(-) TMEM230	0.0	0.08797175797169793	0.07600619018204413	0.0	0.10990629723039012	0.02659559601460703	0.0	0.0016334228531353317	0.0
(-) TMEM25	0.022094610558454204	0.008694783939273079	0.0	0.20947462228936173	0.11283340336742026	0.28952604576363644	0.015302923733248895	0.17854916932703388	0.0
(-) TMEM39B	0.0	0.00011952567592316541	0.02402256117758894	0.004357071928701089	0.0	0.0	0.0	0.1044081865662456	0.04791249379706078
(-) TMEM42	0.0	0.15941189420447954	0.0	0.0	0.022275984908877132	0.1677637718907873	0.0869664520521389	0.061838710823064455	0.0
(-) TMEM8A	0.01661289981362012	0.1141182781129622	0.00530117694852158	0.01256328263810396	0.02662803251780046	0.014452016233582676	0.004755592559264582	0.010684801447547848	0.011785864562569033
(-) TMEM9B	0.09818410418844535	0.012444585019183616	0.007746948127857366	0.005771433158450403	0.024533283148694494	0.0	0.0	0.0	0.04035994576260473
(-) TMSB10	0.0	0.02062577858015072	0.18365243771124773	0.0	0.0022530807313274675	0.041504585285882765	0.0	0.0	0.0
(-) TMSB15B	0.017306559041675332	0.20910276176182566	0.15674882171778903	0.021324828201186953	0.009686414504106353	0.11140057585433424	0.02665894384469754	0.017260116516523757	0.0
(-) TNC	0.01978395599365883	0.22527625927883982	0.11605331689061828	0.0030645222097996434	0.007716674533256768	0.0	0.02127135439782846	0.04551534549407682	0.0
(-) TNFAIP2	0.0029787502841397153	0.0	0.07599309833275002	0.10856990549126184	0.10998740446312241	0.2644818353239768	0.03009940176144203	0.057747100040995716	0.0
(-) TNKS1BP1	0.007339804619771201	0.02933226021299818	0.0	0.01587474764411864	0.024512848334207565	0.013974973072888414	0.19069223245691014	0.0	0.0
(-) TNRC18	0.0	0.14149429485077766	0.0	0.004692179522930117	0.06022276022199834	0.0719205559627897	0.031610149100256	0.0	0.07525569645310257
(-) TOLLIP	0.06219940729161752	0.040032600851638823	0.016499842065632056	0.021615198968834994	0.0	0.002225564442021057	0.0	0.009404390184263116	0.016380259542520495
(-) TOMM7	0.029448076036398204	0.0	0.10442976718629986	0.0	0.010134211264585663	0.0	0.05971487821934744	0.0	0.0
(-) TOP2A	0.024719463517007375	0.0	0.0	0.2267639773176278	0.0020276669452489993	0.00015406735007693727	0.0	0.023664932154556343	0.0
(-) TOX2	0.06940486791402031	0.0	0.04176990531961124	0.17900814866324005	0.11237444065064756	0.06823561383926176	0.0	0.08079398125320046	0.003950976993899405
(-) TP53	0.049452722982621405	0.03214230279402115	0.0	0.05220018233667782	0.06592347438476251	0.0	0.17921623269179957	0.0	0.0
(-) TPBG	0.25723092307611717	0.0	0.015646140662449733	0.23267329052698144	0.0	0.08190454855815353	0.01751815670670536	0.0	0.1476411607476535
(-) TPGS1	0.03238045103011922	0.024554963676324478	0.0	0.0	0.0004593428286180475	0.052445612758718195	0.0	0.0013391633052194406	0.06163380350277914
(-) TPR	0.0	0.0	0.0	0.17883372016692461	0.0009563759069366972	0.0021441613164293136	0.0022029752004896	0.0	0.0010088771129475127
(-) TRAF3IP2	0.0025650871364737656	0.0289935098809572	0.0	0.15419126828840163	0.0	0.0	0.00810169158707702	0.05770344037700633	0.0981227645388742
(-) TRAK1	0.13242234400945402	0.019572477377994554	0.0	0.0	0.008915117101656671	0.022900280719801634	0.01900587431854596	0.02866664002090522	0.0
(-) TRAPPC1	0.05549189287768337	0.0	0.0	0.045188862935393634	0.0	0.0	0.08790795923267794	0.014363081517017892	0.014637701366430767
(-) TRAPPC11	0.021155597050580274	0.04806827425772619	0.05766945313943063	0.07524311479423348	0.0	0.016073882368241307	0.0	0.0	0.0
(-) TRAPPC2	0.16083032158924102	0.02611177710869915	0.0	0.024661704913083293	0.004439984126218623	0.017590052965329117	0.004508130516202874	0.006416864897191406	0.0
(-) TRAPPC2L	0.006457223436638349	0.0	0.06841932714702151	0.0784403432015475	0.0	0.0	0.0	0.031015603248667558	0.013886746467045255
(-) TRAPPC8	0.0	0.0	0.013300761339343157	0.15590311153799666	0.03667001132761013	0.0	0.0	0.03572874404808877	0.0036193408915013553
(-) TRAPPC9	0.21364048954883819	0.015932450042685297	0.028585211718535765	0.05246171494175294	0.039585149336141545	0.02622282695843537	0.033707344881419236	0.09499716596501225	0.020370867343204643
(-) TRERF1	0.0	0.0	0.02239238947557134	0.15694478266704492	0.0	0.08569232186342389	0.0	0.07654519523261315	0.012707734762920121
(-) TRIM22	0.10677553793935649	0.21628742457444752	0.0	0.0	0.0	0.27089610579076884	0.0	0.0	0.0
(-) TRIM39	0.0	0.039863782081650784	0.0	0.03496738407397488	0.04464486963732037	0.007513701775618903	0.02691949576126085	0.033013586712843726	0.031424726792657835
(-) TRIO	0.053480502750734085	0.14751434513681558	0.16528469960214692	0.10572347034897933	0.0	0.19490866256206552	0.16516761477655834	0.12937891392528728	0.018959859726002427
(-) TRIP4	0.055073206315465084	0.0	0.0	0.01980658088196924	0.009724771092939708	0.0	0.0	0.023175586822189273	0.0719469512051553
(-) TRMT10B	0.08520611798360295	0.01770951984503708	0.0	0.0	0.0898878027150333	0.015051755706981826	0.0018796049732138853	0.025420245445947964	0.001970632197056972
(-) TRO	0.01802733835667916	0.4399915431250291	0.0	0.050771471931034345	0.050285184590181664	0.0	0.19822098996440582	0.11812065932119543	0.021560983885271272
(-) TROAP	0.0	0.0	0.0020752266579254475	0.13360088164670852	0.0	0.0	0.0	0.04295361846049366	0.0070925578548953995
(-) TSC2	0.0	0.15133071497241304	0.0	0.0017344120182512708	0.03832791338799024	0.050762181140701204	0.0	0.009108582324287979	0.025293287429490156
(-) TSHZ3	0.09951451312415475	0.27178912336592304	0.04264287618742618	0.05404704168426503	0.0	0.02769644360786614	0.0	0.018103752814181986	0.010349254692296882
(-) TSPAN4	0.013400264236012835	0.02689183151404538	0.12954012399259313	0.008846765073501846	0.0	0.0	0.02181131377195088	0.0	0.04841851572424119
(-) TSPYL4	0.08636135746753619	0.2098398108614371	0.0	0.07721767619899272	0.10884729519624714	0.18405264340777358	0.1691601282704767	0.08817338083686369	0.11905652100662716
