	P0	P1	P2	P3	P4	P5
(-) TANC1	0.04040280006830697	0.091320623369128	0.0	0.0	0.0916543751630942	0.02539086515293252
(-) TAOK2	0.0	0.1980086029349681	0.007661908384565257	0.10795044167253558	0.0	0.0227142247158596
(-) TAX1BP1	0.0	0.0	0.12799907396669788	0.0	0.18590723386861668	0.0
(-) TBC1D10A	0.00979947242135388	0.0	0.05190210111259673	0.04706565312981749	0.1160804074571947	0.030434251311336223
(-) TBC1D10B	0.0	0.11939962091200441	0.0012036660029634133	0.08622551437520592	0.0	0.0
(-) TBC1D8B	0.07639188816519936	0.05497647137799316	0.1110955863066166	0.03610650007342298	0.03078734151371561	0.2874321447379242
(-) TBC1D9	0.09427644536557428	0.04995941600046768	0.0016909410520582573	0.0	0.0	0.014990543711431333
(-) TBP	0.0	0.0	0.0	0.16141587130160798	0.0	0.0023044699749864375
(-) TBX3	0.14932040241627056	0.08327329012248323	0.14724458352113914	0.23319456322925128	0.046162149679848705	0.12914205473693227
(-) TBXA2R	0.1455115800691776	0.2087772537599612	0.12906349328813396	0.14521799287104864	0.0	0.02441853500761697
(-) TCEAL3	0.0	0.1943220882149667	0.0057061338319616085	0.014547520417976273	0.0	0.08879427423046174
(-) TCEAL8	0.0	0.09770186946842616	0.0104704101778066	0.0	0.0	0.11485695758149964
(-) TCEANC2	0.0	0.005644217487061963	0.08625496039174252	0.17799176349721982	0.0	0.0
(-) TCF4	0.0	0.4008156422445287	0.0	0.0	0.15904208786703308	0.0
(-) TCF7	0.01193257396511414	0.42740162201974696	0.07314434301869205	0.11874107556781632	0.18016834010049115	0.1299416002044693
(-) TCHP	0.0	0.0	0.08163826043998244	0.1531150660888196	0.0	0.02306695230399091
(-) TCIRG1	0.0	0.0	0.0	0.1780657154383532	0.011766933306737651	0.0
(-) TCN2	0.03117999845167738	0.1866666406760286	0.05832176811406115	0.08263293173407503	0.09036466260336573	0.015466271065885528
(-) TCP1	0.0	0.0	0.0	0.16742716537050054	0.0	0.0
(-) TEN1	0.05733165828409199	0.012130420807962996	0.013622757073880339	0.029697423305979718	0.03185075754085245	0.09176920742602131
(-) TENM3	0.0	0.28714518418640816	0.0	0.00229099400004494	0.0	0.17128428716166375
(-) TET2	0.024123831188252343	0.09283467010188959	0.007679032447070584	0.008894637881643899	0.13436508493811897	0.1518562993579545
(-) TEX30	0.06335512153330199	0.0	0.034803352410946974	0.0986357031266247	0.0	0.0
(-) TFAM	0.025414515632247076	0.0	0.0	0.14983307179974903	0.0	0.0
(-) TFAP2C	0.2263469847722403	0.0	0.05133823145509739	0.05322231856269748	0.014342041177403377	0.0
(-) TFCP2	0.0	0.0	0.021437668914345512	0.07420738456621279	0.0	0.0
(-) TFG	0.05031800495271428	0.006894830840228516	0.018025932337034988	0.0	0.03838942610432519	0.07257799138739983
(-) TGFBR3	0.0491081564926408	0.0	0.20801667923856337	0.1251429657745332	0.014944695886959474	0.22442966562854316
(-) TGIF2	0.02469252585053613	0.0	0.0	0.0	0.28616022255308055	0.07853214577114712
(-) THEM4	0.09505636282862709	0.05868101103687399	0.1832407687400528	0.04833491932342943	0.0	0.0
(-) THOC2	0.0	0.004230435819079604	0.0	0.10996177041567631	0.024090033333705605	0.0
(-) THUMPD1	0.0	0.0	0.0	0.03375628127691459	0.0	0.13484068748365557
(-) THUMPD2	0.08679943406997512	0.008536114644545786	0.0	0.07487628531041929	0.0	0.0
(-) THY1	0.0	0.40166098220929997	0.011111091374355894	0.0801353093450966	0.3178073449039656	0.081186696882224
(-) TICAM2	0.003996300700850216	0.4480128518232006	0.050621255137971555	0.00011539705372194336	0.0	0.06181294545509024
(-) TIMM17B	0.09224174955435677	0.0	0.0	0.05346468570948288	0.013273151524709452	0.0
(-) TIMM23B	0.03613921553000286	0.0	0.0	0.13105189172321605	0.0	0.0
(-) TIMMDC1	0.014849298135919212	0.0	0.02190708162782306	0.00022051517783307244	0.0	0.10495697145524999
(-) TIRAP	0.09164545550433761	0.0	0.03951200610069645	0.0	0.22442385349984967	0.05426285928013839
(-) TLK1	0.03202618235568533	0.03957992810131976	0.0	0.08417851955357884	0.0	0.06571292066109659
(-) TLN1	0.0	0.21931070824638427	0.04396590772518967	0.0	0.028474879483653594	0.026493030287500205
(-) TLR4	0.2586718038421281	0.27157509796836526	0.0	0.07760148613072572	0.21029766105916414	0.0
(-) TMBIM1	0.036148108127823646	0.0	0.016259590792015752	0.006344814821107477	0.0	0.0850402596788012
(-) TMED5	0.0	0.11491921821947379	0.003564927947194851	0.10834284988564362	0.0307657060323915	0.0
(-) TMEM117	0.2462492174371802	0.0	0.0	0.0	0.054552600508789836	0.07548336362780068
(-) TMEM121	0.11945642719431605	0.046180830619863264	0.10129261405885277	0.0	0.13036653338120402	0.1442410821013527
(-) TMEM154	0.15086355430528375	0.09949083728308132	0.15697965923377755	0.24201374628338554	0.14393955357381555	0.26440142248174797
(-) TMEM168	0.05035249999470455	0.0	0.044929478432288755	0.1213701039733335	0.0066882471832258325	0.0
(-) TMEM182	0.14861576014418595	0.0	0.034665377145347905	0.05403561128831921	0.02916230897788017	0.04602779878271908
(-) TMEM185B	0.10611407630065865	0.0	0.03818193635910689	0.11449350520230542	0.0	0.19866747658078343
(-) TMEM192	0.05066906160324986	0.07217583760981941	0.0	0.08257312363800748	0.0	0.0
(-) TMEM205	0.04854942351001948	0.044661524097790783	0.0	0.015735418016982118	0.012056161251254414	0.10536693760443656
(-) TMEM219	0.011706700639600264	0.11080940228485173	0.06609524312009185	0.061370236213675135	0.014119473252672182	0.05737508801895029
(-) TMEM222	0.0	0.06373840302524267	0.00533039992494392	0.11367603379958915	0.013714263468824437	0.0
(-) TMEM230	0.0	0.08537972212031275	0.09302436651448134	0.0	0.16485506422533325	0.0
(-) TMEM25	0.040982182067711	0.04580037124104502	0.0	0.26375637059520385	0.3410966381278781	0.0
(-) TMEM39B	0.0	0.0	0.07355247809596967	0.08608442865959036	0.0	0.023485730858055266
(-) TMEM42	0.002753799476475959	0.1831359140196247	0.020146622204922224	0.012248912995316868	0.13949639583242807	0.04462558560744323
(-) TMEM8A	0.015817407298715176	0.12078396007732788	0.004030164455809899	0.01881649781211463	0.03143266076993661	0.016035456866410516
(-) TMEM9B	0.09473414328806366	0.009504641210725244	0.016832970570747775	0.0014242208391095515	0.02483160293537893	0.028580765702050977
(-) TMSB10	0.0	0.03057992188117316	0.2475678793779609	0.0	0.009836452209523451	0.0
(-) TMSB15B	0.021350897718797657	0.23753007794050127	0.22443360128768722	0.010532244695570982	0.047795992760696564	0.0
(-) TNC	0.028555336277262876	0.23632450281099995	0.158936017801527	0.005256035010053203	0.02298302831094786	0.0
(-) TNFAIP2	0.01083300754108368	0.0	0.12497564254795462	0.1277105353585487	0.2517223171470734	0.0
(-) TNKS1BP1	0.014192076964828125	0.026676819187165957	0.0	0.00325152692272498	0.028369356255377683	0.12152660406857002
(-) TNRC18	0.0	0.15426470710912163	0.0	0.010106353603221487	0.09378126000999895	0.08547379024697732
(-) TOLLIP	0.05576811435571955	0.0411720541753795	0.024844662515875464	0.026620773977236764	0.0	0.012164971429513742
(-) TOMM7	0.028933037328982298	0.0	0.13401934714216776	0.0	0.0	0.03059727432004411
(-) TOP2A	0.018577556179600666	0.007223543129733885	0.0	0.1815071808120383	0.0	0.0
(-) TOX2	0.07739302479032849	0.0	0.06124691405408079	0.1938589328692898	0.1726476787410266	0.0
(-) TP53	0.06576718028799239	0.025651826904400734	0.0	0.011176438300855032	0.07344040799753321	0.10936510668446675
(-) TPBG	0.2366104937346444	0.0	0.031017054149723618	0.15063043704587378	0.0	0.15628635673211425
(-) TPGS1	0.03224405626265365	0.033542536629736594	0.0	0.0028962301346767663	0.024545336411781114	0.04568873960584364
(-) TPR	0.0	0.0	0.0	0.11929917252640405	0.0	0.0
(-) TRAF3IP2	0.01715082083631866	0.034948045059187305	0.0	0.1396569678961236	0.004293356153189756	0.09301955988417931
(-) TRAK1	0.12362617670586813	0.014560098927486807	0.0	0.022771514113209445	0.035657213664948055	0.007905308001723515
(-) TRAPPC1	0.05488561348181825	0.0	0.0	0.04592220682989614	0.0	0.06551395752143785
(-) TRAPPC11	0.02866957385478255	0.0600513924250814	0.06450967863358936	0.028325205869368382	0.0	0.0
(-) TRAPPC2	0.15639696977601206	0.030864660009251886	0.0	0.01625437930918849	0.00777051054447985	0.0
(-) TRAPPC2L	0.008604137920946891	0.0	0.08839931604620994	0.08450648836117568	0.0	0.0
(-) TRAPPC8	0.0	0.0	0.009389837335712399	0.1449683054651643	0.02629441796147089	0.001656862406342532
(-) TRAPPC9	0.20577471933082045	0.012805170774859166	0.04872966018748328	0.11185028281902733	0.07668635935369393	0.035166200769623034
(-) TRERF1	0.0	0.0047643480818515644	0.044891038039441215	0.17705657655306642	0.027025476263519106	0.0
(-) TRIM22	0.1037731759830584	0.2665147930092748	0.003005979046364527	0.0	0.0818631825178577	0.0
(-) TRIM39	0.0	0.043060230449927156	0.0	0.053591155479261944	0.06409801904247873	0.037959068460766666
(-) TRIO	0.061323058039008733	0.18295247628207564	0.2711505748007995	0.18718076356094546	0.02693309457950527	0.08885757288215183
(-) TRIP4	0.05522470759917712	0.0	0.00023359517116709375	0.03799118786244846	0.014115254856632556	0.054273465770988856
(-) TRMT10B	0.08881866091840142	0.011020292404457972	0.0	0.0	0.14707763218106149	0.002896574825919273
(-) TRO	0.04070058342300705	0.45378716536106817	0.0	0.10381389407200015	0.07672533321324937	0.132128352768213
(-) TROAP	0.0	0.0	0.0	0.13753100374147023	0.0	0.0
(-) TSC2	0.0	0.16357801005659559	0.0	0.008988666247641148	0.07032753939257927	0.017090523096552724
(-) TSHZ3	0.08933787895320446	0.2908533249469065	0.06133973329917638	0.04958682387183037	0.0	0.0
(-) TSPAN4	0.011441908259375477	0.028295204453105755	0.185878383437391	0.0010972363548827826	0.0	0.04044802133702914
(-) TSPYL4	0.09724738494184276	0.23584355873446142	0.0043456659796742726	0.132644613853984	0.1988328320264556	0.21087506438042578
(-) TTC12	0.361622393595687	0.0	0.15321695489267695	0.03471987871026916	0.1132297459730162	0.033338659149330346
(-) TTC23	0.0036207488652067908	0.14110241582969668	0.0	0.03944201948750495	0.0	0.0053122370357512666
(-) TTC28	0.014156845210600446	0.22056923335084375	0.0	0.0790318787567789	0.0936211534187347	0.13277939207648215
(-) TTC37	0.04352716294577954	0.06091470344490555	0.11225889034600277	0.04221819952253866	0.0	0.0
(-) TTK	0.0	0.0	0.0	0.20466192720118487	0.0064905112645383106	0.0
(-) TTLL3	0.1078069006594924	0.1985991409496763	0.03506926289727385	0.0645777245896891	0.09889705205666453	0.16368484555697715
(-) TTYH3	0.0	0.2394400997080889	0.0	0.0	0.06876068571800519	0.004846305110384491
(-) TUBA3D	0.25928541697619895	0.25142523446103143	0.07705686829629928	0.1567275545254252	0.09812710983673752	0.1762406492155448
(-) TUBA4A	0.024793432559745487	0.06670408882767055	0.08984769269959979	0.13363998062945998	0.13721931389754657	0.0304891947076376
(-) TUBB	0.0	0.08365142530189258	0.09035677838603061	0.11504294246785254	0.06535596519371599	0.0
(-) TUBB3	0.05150270991451053	0.19031248592864938	0.09344856271286923	0.008061329584545729	0.0	0.04890941980878507
(-) TUBGCP2	0.02779690535341319	0.018455250617326023	0.007183118940987342	0.06826630116562801	0.07114653964188809	0.0013308844753094253
(-) TUBGCP5	0.037750206591386976	0.004150312463994124	0.127045469745289	0.012451599957511513	0.0	0.0
(-) TUSC3	0.31548165536263345	0.0	0.25342368397260867	0.043110281040346116	0.13874896824403382	0.1770216963257685
(-) TVP23B	0.09967123174625978	0.0	0.0	0.013853273934878412	0.10934245738372131	0.0021069340613036214
(-) TVP23C	0.14124408502704897	0.0	0.018382506395622545	0.026694290173392678	0.0889773827514985	0.01925108731817314
(-) TWIST1	0.14187482342569946	0.0	0.37073223999110627	0.026657564296069223	0.0	0.0
(-) TWISTNB	0.03675227727751812	0.034250791229989794	0.1242405896421068	0.013395195674092579	0.0	0.03282081970488944
(-) TWSG1	0.0525209629138779	0.20759815450627808	0.11630425651794314	0.0	0.05534960711531765	0.0
(-) TXLNA	0.0	0.04583526394686751	0.003429060436352397	0.05703397620926188	0.025577613722373004	0.010701876002280682
(-) TXLNG	0.06206233702384339	0.0	0.0	0.11637956520612791	0.0	0.012735323969013109
(-) TXNDC5	0.0	0.13706569804960855	0.05280342960745375	0.007551066026008096	0.014996017424627731	0.1055349739248315
(-) UBA5	0.0902523706101675	0.0	0.04299729574748262	0.029872552415226288	0.0	0.0
(-) UBA7	0.06520642620952521	0.16958001171233342	0.14129246799342784	0.0	0.11776111728706973	0.07266549126692384
(-) UBAP2	0.06497464960474689	0.0879328127210726	0.025910816920069187	0.05215197113036487	0.0521031079527352	0.10937969449008876
(-) UBB	0.0017342947943464375	0.0	0.010586651881352802	0.010238624201244318	0.08478981822168832	0.0
(-) UBE2E2	0.12630986446528433	0.0	0.0	0.008231205250208621	0.0	0.23672126160290693
(-) UBE2R2	0.08284206766260747	0.11738171020946248	0.0	0.0	0.05480816756864739	0.044684034520503145
(-) UBE2T	0.013390774384842838	0.0	0.0	0.14399729623951393	0.0	0.0
(-) UBE2Z	0.09376135219079408	0.00991950132259636	0.0	0.02645218719214875	0.0	0.10616154717739984
(-) UBE3D	0.0744965418550827	0.0038064958713732175	0.08076374393592874	0.3077825565774225	0.042049586207160636	0.016948769996482184
(-) UBLCP1	0.06846854769009625	0.03738082825911096	0.011307134875781904	0.06707896700683025	0.0	0.05804158860999278
(-) UCHL1	0.08003628299292931	0.07427390897917005	0.0	0.1719220970028332	0.15298678901140228	0.056664145032990686
(-) UCKL1	0.004791925543310919	0.02303218668764448	0.03386059483344525	0.05981297312965412	0.0	0.07558429508053868
(-) UFSP2	0.05276865159210794	0.037896186349931894	0.015984038234191308	0.004354117028114072	0.0	0.014034592295273707
(-) UGGT1	0.03874572429349669	0.20115222652069845	0.01994824551402794	0.04625835541728571	0.0	0.1510523863709872
(-) ULBP3	0.22849427317230428	0.1116249591476039	0.15095604119531428	0.16660149262234478	0.1205412820698632	0.03858824652830117
(-) ULK2	0.3189883951720874	0.17151889010028526	0.027236544829446204	0.15900874757639719	0.3549460819454148	0.0
(-) UNC119	0.1516223262805983	0.035288740384146096	0.0	0.0	0.0	0.038491048750617235
(-) USP24	0.06374865247303758	0.09948707667838833	0.10345473740972602	0.3156175000159796	0.04392499596038019	0.0066802855904794615
(-) USP28	0.0	0.03063795495115398	0.0	0.04021381340718664	0.11218097941893117	0.0
(-) USP40	0.02047931467632931	0.0	0.0	0.0	0.0	0.13624805837561013
(-) USP45	0.04904345622249583	0.05287502341832651	0.0038955493603617785	0.16323495925155485	0.0	0.018870024512214426
(-) VAMP5	0.11079455577757923	0.22893030031110795	0.010785334351697855	0.03828040146504352	0.11865716193912673	0.1483253739382056
(-) VANGL1	0.12728375680795387	0.0	0.00620824618330198	0.02804212264163109	0.0	0.10708977255246312
(-) VAPA	0.0	0.02236102390340195	0.12686948560286002	0.05628014703235114	0.07571766612314629	0.0
(-) VASN	0.0	0.17466000087615088	0.11582624373835386	0.057349080509731455	0.256087230596166	0.1544862295530765
(-) VAX2	0.12602245117793678	0.0	0.047047752871728195	0.09509502735726119	0.23510742214103134	0.06626967836466935
(-) VCAN	0.0358778113870131	0.4422887753733687	0.1711679157736869	0.013461489613397487	0.05318248809675976	0.053694698026644165
(-) VEGFC	0.0	0.29265842697891464	0.3555552887659817	0.08701958551750694	0.0	0.058829225028797394
(-) VIM	0.009676177363742308	0.24243362053735606	0.009553951767965566	0.0	0.0	0.0010241827884693011
(-) VOPP1	0.0	0.11550773897063675	0.1276245672204725	0.0	0.1368542017855332	0.0
(-) VTA1	0.0	0.0	0.0	0.13300933276346136	0.035441761967278496	0.0
(-) VTI1A	0.027436761484761492	0.0	0.0040602776236438745	0.17358290853361028	0.004078819723835026	0.0
(-) VWA5A	0.3383302551481564	0.2353183973964631	0.17775651761006442	0.16088977020210063	0.29045362579170697	0.21559769721727595
(-) WASL	0.1149876467894126	0.003706004450936161	0.05882319018179792	0.0	0.03565299379347243	0.00785041452772418
(-) WDR17	0.3291059683175901	0.4919449022058409	0.0	0.24563760585578706	0.0648038810492061	0.29599165727009646
(-) WDR31	0.3367692261912127	0.008927707622147932	0.0	0.01983858939285861	0.14799102718908705	0.2078469158568789
(-) WDR4	0.0	0.0	0.04606546658439259	0.11616394113427644	0.0	0.05519709542289445
(-) WDR45B	0.0	0.035646924072461394	0.025176885360365536	0.050532028712710696	0.05188994387487442	0.006580318999489105
(-) WDR62	0.0	0.0	0.0	0.19515854092505985	0.0	0.014407815645698088
(-) WDR76	0.0075067123940745295	0.0	0.0	0.10470486618091951	0.0	0.0
(-) WDR91	0.031236282634731178	0.14675129686264626	0.0	0.013834920943393642	0.05727211036950277	0.02728463886856537
(-) WIPF1	0.015040785546449205	0.3719106605125188	0.014608953942714607	0.016471011920783728	0.0	0.0
(-) WRNIP1	0.0	0.10990649583806757	0.0	0.061739965430931736	0.09245150320663423	0.0
(-) WTAP	0.0	0.0	0.0	0.15470221131314899	0.0	0.0
(-) WTIP	0.012380624083833442	0.10123087836822958	0.055682277531755114	0.012622143532173322	0.30296436051929954	0.16947132404805224
(-) XKR8	0.03975919752860764	0.10277380874551202	0.021291030014237648	0.07111515074675587	0.22208301473287254	0.03469127720268947
(-) XPO6	0.0	0.11538933974445643	0.009130913428490164	0.053530165213537394	0.0	0.0
(-) XRCC4	0.28749583789329325	0.028711013633739214	0.2608831176000463	0.24013114420683035	0.0	0.07447362719727
(-) YAE1D1	0.015334947433464337	0.010193529480767056	0.13432092534632398	0.020511834923868964	0.05350381921968443	0.0
(-) YAF2	0.08354575520289165	0.0	0.0	0.037507189403111846	0.0	0.10152547394236304
(-) YIPF2	0.06480389443508285	0.057552796722519166	0.025239341404773383	0.0	0.01523562350876012	0.08168896565028647
(-) YKT6	0.0011817782344688474	0.0723509013960307	0.15880372615623808	0.0	0.04948532491335507	0.0
(-) YWHAH	0.011274589361833462	0.0	0.058029358328762624	0.14719994098637723	0.0	0.0
(-) ZBTB10	0.25142359284990207	0.0	0.0	0.0	0.09453198347933048	0.016042545446290506
(-) ZBTB12	0.043555780599690036	0.20479309236160964	0.02805749467323371	0.19179804763034655	0.11000832065867289	0.034414671227155545
(-) ZBTB24	0.0	0.029494737448451897	0.0	0.16034932567529248	0.0	0.02290922920519267
(-) ZBTB8OS	0.01726126553361973	0.0	0.026888864604115624	0.15412316839981813	0.0	0.019220782010894596
(-) ZC2HC1A	0.0	0.0	0.17913676118243088	0.02264915068311833	4.150211150975033e-05	0.05428273517936907
(-) ZC3H6	0.11805179940589743	0.25342095755412475	0.14986173394806773	0.0	0.07558824546224897	0.02243406340040994
(-) ZC3HAV1L	0.07366285778825689	0.0	0.11466272186057579	0.37031530214933994	0.08174400234931707	0.001430671517370984
(-) ZC4H2	0.075486007424191	0.36578759355330687	0.3012418762068711	0.0	0.08133804350366673	0.06923199916395162
(-) ZCCHC24	0.005487737205012226	0.2666187580465231	0.030577499454029277	0.0	0.026367187485970486	0.016407724983819046
(-) ZDBF2	0.1350317978444551	0.0	0.0	0.002940337792769806	0.0	0.19081851161749638
(-) ZDHHC1	0.3867935382174055	0.08570274167022887	0.12966043539960667	0.0	0.19386052288850383	0.2068034145094083
(-) ZDHHC12	0.09281284016731285	0.0	0.0	0.04891485896901368	0.023035997299961582	0.0
(-) ZDHHC16	0.029108843660938095	0.0	0.022880825353489984	0.07943106984327956	0.0	0.0
(-) ZDHHC2	0.00467649046550287	0.11195448305986751	0.010227570535830328	0.10222192002117723	0.009935260469060566	0.0
(-) ZDHHC21	0.23384403324219719	0.0	0.0	0.0	0.0013141426755479794	0.008940014002816759
(-) ZDHHC3	0.05474557164968446	0.01529283018237644	0.0	0.04329235004309236	0.0	0.007614193105453411
(-) ZDHHC4	0.0	0.04325524131173079	0.050629573812273045	0.0	0.1954251544010626	0.04709607994501811
(-) ZDHHC6	0.04277349193569262	0.0	0.0	0.16859605968342603	0.0	0.0
(-) ZEB2	0.004846138860758346	0.38543737285372853	0.015448246453115374	0.0	0.0	0.0002950808542648512
(-) ZFHX4	0.022486516093754395	0.4019721866376153	0.0	0.04519949787737986	0.002440395959888293	0.0027774112513883507
(-) ZFP14	0.09563238781893951	0.001357666151786263	0.025839728218698604	0.033247461383967246	0.30212754610361126	0.028732319024727733
(-) ZFP28	0.03527855289838584	0.4552216329497695	0.08348505854293616	0.0	0.26493218689046316	0.0
(-) ZFP36L1	0.0	0.0008023351595892152	0.03076212915037114	0.08012514647033278	0.008404403884473928	0.03499662132480379
(-) ZFP69B	0.01658786275765917	0.11966585435665134	0.04667729505657248	0.08291890854773665	0.014329007816465006	0.03251874153122647
(-) ZFP82	0.08056171495415138	0.14638683696368948	0.04574161195560723	0.28197885029784436	0.3465204920054236	0.0
(-) ZFP90	0.0	0.027907092821134006	0.007083037467462015	0.0	0.0548738907052617	0.1596100650675304
(-) ZFPM1	0.08295058703041021	0.030140775130680055	0.3235110237297839	0.02206741590305566	0.11454928378135702	0.05668474475326743
(-) ZFYVE1	0.02233655447381315	0.021218397314328348	0.007666061939394191	0.008080812926897748	0.0348708403953508	0.06052763784243486
(-) ZGLP1	0.16998442731801722	0.029996065681314115	0.0030457447480031073	0.06213652853125646	0.05029382843144164	0.04169311367111605
(-) ZIC1	0.21955556321749542	0.4881062844263703	0.0	0.020667845763996818	0.0	0.06216191790901813
(-) ZIK1	0.0	0.3324780714915937	0.05371082421208238	0.0	0.44505133079292436	0.006758395763443332
(-) ZKSCAN3	0.0494673700390914	0.13828322924665457	0.024263212343619386	0.020840652292434047	0.12002940639737174	0.0048970586431256935
(-) ZMAT5	0.03091671445138925	0.04419399358472793	0.03542624912984181	0.06842474559649789	0.0	0.0
(-) ZNF100	0.006296479775840011	0.002681510612002793	0.008219537254706095	0.07606564751746232	0.21878346124552542	0.0
(-) ZNF140	0.05219567370822423	0.005799113247078419	0.02098135098508213	0.003874822288978239	0.38080314239228974	0.0
(-) ZNF141	0.10948560660976228	0.0	0.18543654624493577	0.24217222213004574	0.5416761670014008	0.11936345147967464
(-) ZNF169	0.23436942722090826	0.017566092363066832	0.03180192260820276	0.03072879174144682	0.04463413987263588	0.05666430764876163
(-) ZNF174	0.026937931448600228	0.0071701927163805934	0.0	0.034424147370930344	0.06821262910860702	0.00920801613290131
(-) ZNF181	0.02332523140531519	0.0009544814885473766	0.0	0.051608939080836067	0.11974831276480097	0.01349187421557911
(-) ZNF197	0.03547436364325415	0.173874685299376	0.0	0.02120201924011072	0.0	0.00902154826824363
(-) ZNF213	0.013931343713027986	0.03634167550499753	0.0	0.08236586003875665	0.10798584336675687	0.006692195302986319
(-) ZNF223	0.10102793449948576	0.01860704287455831	0.08268140499458061	0.1307883392517072	0.3125304992235316	0.06611612698750273
(-) ZNF227	0.0006894338860731791	0.01277228405056005	0.0	0.13690405355019783	0.12865293794927396	0.047091938500760586
(-) ZNF232	0.0	0.0351674103690856	0.0	0.040488252772441516	0.10456822041625913	0.0
(-) ZNF234	0.02084007847520091	0.01736956599906564	0.030146267228301285	0.013401034304656903	0.17040275083804096	0.036074609917909214
(-) ZNF253	0.0	0.2559300386072134	0.050520916644532496	0.019171503771317235	0.22660162210124032	0.02022616925891705
(-) ZNF254	0.02025146239994441	0.10639151341250869	0.017520183626440016	0.014471487342503976	0.29003351304238956	0.007648224441913713
(-) ZNF256	0.04532342655415041	0.0008608589279374393	0.006914897586506751	0.0057416849451232335	0.21490774097115128	0.0
(-) ZNF275	0.05261852035487674	0.15531105648463064	0.011445781917318477	0.0	0.0369876090783163	0.053960166895725664
(-) ZNF282	0.06471899610776762	0.11236310291607102	0.017535241236096958	0.0	0.04869547224928548	0.05615327073784114
(-) ZNF287	0.0	0.19430928596815528	0.0	0.0	0.16149372061946232	0.03174475942565993
(-) ZNF30	0.0010510739489030404	0.09099555734285485	0.0	0.09812007911284297	0.10044631241523667	0.010757335964915914
(-) ZNF300	0.16229106530386436	0.29353225377828546	0.0	0.0	0.1642696260879128	0.0
(-) ZNF302	0.030012321814820966	0.0	0.059562891426484244	0.01087023784889098	0.1282698013541916	0.0
(-) ZNF32	0.019102687023988516	0.0	0.0	0.03157987797549703	0.14668063870506173	0.0
(-) ZNF320	0.006553988765816188	0.0655723577487033	0.23305489957801157	0.028733168166795338	0.4355635412766366	0.0
(-) ZNF322	0.08552668020646359	0.03981949586692049	0.0	0.024811454414955195	0.1200179067582473	0.027820068629922073
(-) ZNF329	0.18734113441425523	0.22660633923124887	0.08847179918626889	0.08622947123795933	0.0008913145739694464	0.0
(-) ZNF33B	0.052415696843453145	0.0	0.0	0.1230182283736323	0.012864110921123498	0.0034383196444617353
(-) ZNF345	0.08813467966248596	0.17216606861587497	0.018340965683778174	0.05834950689885698	0.3983829943121546	0.01920894676473428
(-) ZNF354A	0.0	0.0032923119345449245	0.0038900057313826174	0.01103195533957071	0.19872498125030044	0.0037785846364846464
(-) ZNF37A	0.0799145440190072	0.0029885761099721817	0.0	0.070814183342503	0.023125658851429514	0.0
(-) ZNF382	0.13701801200821292	0.3077433368921834	0.0	0.09134195521463478	0.33366674013778075	0.016437539031185187
(-) ZNF404	0.13963190965777442	0.21443809234662306	0.16550621807929405	0.19667232141940347	0.20779212132973454	0.020914827104402085
(-) ZNF426	0.0	0.06557249925920543	0.01269833905153384	0.027215106154940272	0.1029703886683247	0.08706814377718687
(-) ZNF429	0.029718005146791234	0.2752964548641502	0.06757052037787976	0.04889907949257285	0.46609224011894457	0.04844855196041004
(-) ZNF43	0.0	0.36665539351776477	0.16592349461045552	0.12841867073411103	0.39000495816925196	0.036258100966107334
(-) ZNF433	0.04131312494750128	0.06077387180090937	0.06278562307028589	0.0	0.2760399056271748	0.04126499251131737
(-) ZNF439	0.0	0.3473245381017418	0.08542955112591115	0.19180879682248342	0.144347469239081	0.22246012189417824
(-) ZNF44	0.004103304834508457	0.027093584947798795	0.016597186158276152	0.04109367393463105	0.22274978160810016	0.015036371602864088
(-) ZNF441	0.12227793679016101	0.23565458690986477	0.06183640273355664	0.06802067935218276	0.12598496990348113	0.09422593978821119
(-) ZNF468	0.0	0.0	0.05742685737408179	0.011130701193274603	0.18701521711909308	0.0
(-) ZNF497	0.08240590646609684	0.20937148550310591	0.16463659262510208	0.18149268180868441	0.10333739768611575	0.2038078804021257
(-) ZNF500	0.018026478975580323	0.08363681905165125	0.0	0.020059254100587277	0.12961531140587304	0.12496161218421954
(-) ZNF506	0.0	0.11731253964568399	0.0012569250229079304	0.06814737600497373	0.31999413479695177	0.0
(-) ZNF512	0.048004792782976494	0.010594287696628752	0.2626810570541356	0.0	0.0	0.0
(-) ZNF514	0.0	0.1399970487063304	0.0	0.0	0.18216391018709593	0.030661675983782558
(-) ZNF518B	0.5076335915604905	0.0	0.11939545853457934	0.0	0.131383805458148	0.27421224080253626
(-) ZNF521	0.0	0.4047752110114063	0.0632816090967088	0.05430646994491407	0.197933856140267	0.2507394486165325
(-) ZNF525	0.005638435121726945	0.0	0.02748762788373739	0.04772530149858028	0.4310620827196606	0.017475312820529686
(-) ZNF528	0.0	0.39834107014208187	0.07980045398693485	0.013135493257259174	0.10154063830344781	0.06973909939903593
(-) ZNF532	0.0	0.0	0.0	0.17664196093083995	0.07108551392596876	0.0002469597533857526
(-) ZNF544	0.022280437045220237	0.09738707179859205	0.07730095786274298	0.231546842634641	0.3189436441419345	0.0
(-) ZNF546	0.0930106940596118	0.3187720335133244	0.03932281993265957	0.05786827952422903	0.22063070415236988	0.05277323694699315
(-) ZNF549	0.0	0.1917335821441271	0.03713623058894353	0.0	0.14913404426714674	0.011099458804352032
