	P0	P1
(-) SGCE	0.023364917580398017	0.15332474029441948
(-) SH2D4A	0.2814784555924748	0.05604626757239755
(-) SH3KBP1	0.030515680071080555	0.11977182004485683
(-) SHANK3	0.3299240276196862	0.01768834370945252
(-) SHC1	0.030328074107222155	0.20999639594604336
(-) SHCBP1	0.09747752234242538	0.0
(-) SHISA4	0.0014617380198033603	0.2312486207968045
(-) SHOX2	0.04453527702905045	0.20737554421945725
(-) SIMC1	0.1868819418901705	0.15136206471072286
(-) SIRPA	0.10603580302299156	0.17318759041291676
(-) SIRT1	0.10907650634580078	0.0
(-) SKAP2	0.0905976614497557	0.030326620049017254
(-) SLAIN2	0.058546286079564636	0.018348764693673195
(-) SLC16A7	0.2829920938454919	0.20554910332850418
(-) SLC1A3	0.23782335032980606	0.061864050613331785
(-) SLC22A15	0.40135435096720806	0.0
(-) SLC25A20	0.14571241952925373	0.12475287571262622
(-) SLC25A23	0.10491932168853702	0.0
(-) SLC25A38	0.04089409204596847	0.0406457467011192
(-) SLC25A46	0.04189975788715186	0.06969079720862292
(-) SLC26A1	0.14786425359557134	0.23216843813126303
(-) SLC29A3	0.25431585308165194	0.033279911497151274
(-) SLC2A10	0.11094319393686712	0.2207330840644585
(-) SLC2A13	0.23799526822000727	0.0435546891280353
(-) SLC2A8	0.09695760679165337	0.052994336914791856
(-) SLC30A4	0.09640067895522798	0.08889201015962198
(-) SLC35B4	0.008804476349165213	0.197062227364558
(-) SLC35E3	0.0818936411407256	0.0
(-) SLC35G2	0.13418672167123807	0.21529445962612495
(-) SLC38A1	0.16163604827517963	0.0251852641278246
(-) SLC43A3	0.08139166706013382	0.2704436054399791
(-) SLC45A4	0.20545716090000524	0.0
(-) SLC46A1	0.13713160399279073	0.02366140416664993
(-) SLC4A2	0.01876627547201738	0.1476994614143203
(-) SLC4A3	0.12382572343940898	0.173837185446452
(-) SLC9A7	0.08494568687675888	0.09056601594507149
(-) SLFN12	0.059280377743741834	0.19666805298315063
(-) SLTM	0.09228281101229378	0.0
(-) SLX4IP	0.20965028240157166	0.0
(-) SMAD2	0.10972495757867395	0.0
(-) SMARCAD1	0.08552656087312517	0.01423150549091062
(-) SMC3	0.09173409874290564	0.0
(-) SMG1	0.05263293792826856	0.026125576319305177
(-) SMIM19	0.02618207929161828	0.11455597119018106
(-) SMIM8	0.17680760648293875	0.0
(-) SMO	0.2398452038694986	0.00239629328953831
(-) SMPD2	0.11540908097128315	0.0
(-) SMYD2	0.07388568283399445	0.05192268989694092
(-) SNAPC2	0.04080514506681477	0.20526040860011327
(-) SNAPC3	0.0804372923779431	0.08206579039083524
(-) SND1	0.033259112258095115	0.2148170213468544
(-) SNIP1	0.07126920235089164	0.0
(-) SNRNP27	0.019716064902170632	0.10953095537989084
(-) SNRPD1	0.12071621832844286	0.0
(-) SNTA1	0.05291027017133288	0.06604625995262726
(-) SNUPN	0.05352836667724368	0.008854097874534575
(-) SNX14	0.08353411763877928	0.03180788196333483
(-) SNX8	0.0031684906614096913	0.11067063502377178
(-) SOGA1	0.0	0.12086718274848578
(-) SP140L	0.03195919784910871	0.11625949433872455
(-) SPATA6	0.20940794256823128	0.16869303780645642
(-) SPATC1L	0.27024272741565364	0.1558363870620882
(-) SPECC1	0.11513519958545602	0.0
(-) SPEG	0.07652188582132836	0.35082440340099674
(-) SPNS1	0.033609082491925873	0.11211574870118889
(-) SPOCK1	0.1470826072260352	0.19604074231768326
(-) SPPL2A	0.03971288258537607	0.028859745800380802
(-) SRC	0.07977432899470699	0.004669494270593762
(-) SRCAP	0.04922020973891016	0.10792488089490118
(-) SREK1	0.08048550912840527	0.007370734619124373
(-) SRPX	0.058395548681550946	0.26173158913147654
(-) SS18	0.06040593721694622	0.003749116233559584
(-) SSBP1	0.08070644442422469	0.025949764429497382
(-) ST7	0.10768858051167579	0.02281698616591872
(-) STAC	0.1728017638460577	0.14368089974191522
(-) STAG2	0.0711274969833345	0.0
(-) STAM2	0.012121043365187406	0.12239158044926174
(-) STAMBPL1	0.13350164364431127	0.0700241094669633
(-) STARD3NL	0.03370897010250716	0.1494507478947781
(-) STARD4	0.08295836783047052	0.0
(-) STARD8	0.14737602360324098	0.37205128984172064
(-) STARD9	0.005632827216017115	0.2497509818056619
(-) STEAP2	0.24069692897940306	0.2979078266046554
(-) STIM1	0.05075182483237495	0.07125578963006146
(-) STK11	0.02885091831731493	0.07932206285774984
(-) STPG1	0.22396253824467127	0.0
(-) STRADB	0.024144553312446047	0.13700431777978972
(-) STX7	0.14916335570829953	0.0
(-) SUFU	0.06666311737105234	0.050435471604088525
(-) SULT1A3	0.07549876781400851	0.0609736860057434
(-) SUN1	0.043102323723202995	0.09990830232377429
(-) SUPT20H	0.06494192464814824	0.00041514809424344427
(-) SUV39H1	0.10857070285832941	0.0
(-) SV2A	0.0	0.3352360146645289
(-) SYDE1	0.0	0.2202572054517333
(-) SYNCRIP	0.10852079016276575	0.0
(-) SYNGR1	0.33135362560973186	0.043523156254857365
(-) SYNGR2	0.17960530451024112	0.0
(-) SYPL1	0.06270366466410549	0.06268325833406178
(-) SZRD1	0.13232626009607729	0.02426204318650629
(-) TACO1	0.09987406260450943	0.006060913196287858
(-) TAF12	0.0822724514447503	0.01967980975601289
(-) TAF7	0.06276266712906532	0.0073808864257376055
(-) TAF9B	0.06065027166154725	0.1411088991493082
(-) TANC1	0.042800411289446956	0.09207168752503585
(-) TAOK2	0.04507155790710831	0.1672424127362483
(-) TAX1BP1	0.08135696872114234	0.042574808381381814
(-) TBC1D10A	0.10044502830144286	0.011990139502814872
(-) TBC1D10B	0.036783716174224136	0.0934892146607463
(-) TBC1D8B	0.18725170970231672	0.10520795641913551
(-) TBC1D9	0.04758965282710915	0.045596607096048944
(-) TBP	0.09457762083746192	0.0
(-) TBX3	0.34465328673712	0.07675105240112585
(-) TBXA2R	0.19605470286903343	0.1852664137272286
(-) TCEAL3	0.0	0.18850134514276573
(-) TCEAL8	0.01083098524835693	0.1125677882966284
(-) TCEANC2	0.14079404042340948	0.0
(-) TCF4	0.0	0.39602014637832805
(-) TCF7	0.13385722287864735	0.440481311609868
(-) TCHP	0.1223802109264151	0.0
(-) TCIRG1	0.12252838054922027	0.0
(-) TCN2	0.09592029128687274	0.18868961057472527
(-) TCP1	0.10228905863770799	0.0
(-) TEN1	0.09066604874599386	0.031333010492387015
(-) TENM3	0.0	0.28404556889537874
(-) TET2	0.09007373824317783	0.13634405360832424
(-) TEX30	0.10998092849699967	0.0
(-) TFAM	0.10857189301836818	0.0
(-) TFAP2C	0.18872680310421866	0.0
(-) TFCP2	0.05122359705550469	0.0
(-) TFG	0.06393747640091965	0.028517816364509462
(-) TGFBR3	0.26262160663372786	0.0006939316024944114
(-) TGIF2	0.133723305644586	0.018732015238314033
(-) THEM4	0.11923320988984719	0.08076751017083406
(-) THOC2	0.07854750890825479	0.0
(-) THUMPD1	0.05346652485601298	0.018725332653534526
(-) THUMPD2	0.09378363122081763	0.0
(-) THY1	0.10684080248824054	0.42526631920760716
(-) TICAM2	0.0	0.4116860449347595
(-) TIMM17B	0.09008107022172855	0.0
(-) TIMM23B	0.10269917885798473	0.0
(-) TIMMDC1	0.047350632014370224	0.0041265488895093645
(-) TIRAP	0.15449898944202056	0.02999098115468047
(-) TLK1	0.08189064507799962	0.03061952267683915
(-) TLN1	0.0	0.21618633072985755
(-) TLR4	0.22874141999993855	0.2583607162630357
(-) TMBIM1	0.05914136538650785	0.0
(-) TMED5	0.06102223072190226	0.0916434904560834
(-) TMEM117	0.1779803655477907	0.004563387366789346
(-) TMEM121	0.1800106397015995	0.08413007158892132
(-) TMEM154	0.4096782565503998	0.13962757908999285
(-) TMEM168	0.12688095371652097	0.0
(-) TMEM182	0.16480968885679947	0.0
(-) TMEM185B	0.207471144697544	0.0
(-) TMEM192	0.07631836269009652	0.050279369166516506
(-) TMEM205	0.06588441111687177	0.0538255437679626
(-) TMEM219	0.07325377286377166	0.11283228889728553
(-) TMEM222	0.07575031356090133	0.04188617824498671
(-) TMEM230	0.050108795679985545	0.12146748247919675
(-) TMEM25	0.3110049609716639	0.03755597941084723
(-) TMEM39B	0.08981705252124877	0.0
(-) TMEM42	0.045130967827412785	0.19916011318816607
(-) TMEM8A	0.02105408949901478	0.11414879179481947
(-) TMEM9B	0.0727734308448009	0.022905666897171464
(-) TMSB10	0.04048072806473701	0.07871301869920648
(-) TMSB15B	0.059186383921798855	0.25279945565321715
(-) TNC	0.03463295260910758	0.2394513577640814
(-) TNFAIP2	0.2090108978115848	0.04097045237034338
(-) TNKS1BP1	0.04332369378470035	0.0510233017754866
(-) TNRC18	0.015652573932114184	0.18069242550977782
(-) TOLLIP	0.05660502369975158	0.034534209253871524
(-) TOMM7	0.05329036949987454	0.02364079731838555
(-) TOP2A	0.12028755117047261	0.0
(-) TOX2	0.2633270121387537	0.0
(-) TP53	0.09017021699744862	0.05345285998466636
(-) TPBG	0.2903729671953219	0.004213492032176175
(-) TPGS1	0.034399265392596294	0.04426843720488893
(-) TPR	0.06968367590033585	0.0
(-) TRAF3IP2	0.13215101537390833	0.02617843858592535
(-) TRAK1	0.10381844058753188	0.010932754055401546
(-) TRAPPC1	0.07951601146956513	0.0
(-) TRAPPC11	0.035986275518907755	0.0654566105361954
(-) TRAPPC2	0.09878127563690767	0.017162277538487408
(-) TRAPPC2L	0.08594291429016515	0.0
(-) TRAPPC8	0.10117306011115852	0.0
(-) TRAPPC9	0.25131579599274145	0.010917716568834824
(-) TRERF1	0.13249128405699673	0.0
(-) TRIM22	0.028250036270533088	0.2713777017310159
(-) TRIM39	0.0571184260273901	0.04789336018498583
(-) TRIO	0.25378165623748195	0.19346093271673787
(-) TRIP4	0.08116717538277486	0.0
(-) TRMT10B	0.09723888241280669	0.02316017749976549
(-) TRO	0.08548223689806714	0.4287850658120082
(-) TROAP	0.08396661213275558	0.0
(-) TSC2	0.0	0.16139817730499692
(-) TSHZ3	0.05602680507208413	0.26144768339353486
(-) TSPAN4	0.06353991114147539	0.057093416321038655
(-) TSPYL4	0.2346004463081967	0.2692927633431291
(-) TTC12	0.34796994135760906	0.0
(-) TTC23	0.008128377701188958	0.12257003417706827
(-) TTC28	0.08405366818731456	0.2302622943302738
(-) TTC37	0.06499134934847142	0.06770476882686284
(-) TTK	0.12342021398481642	0.0
(-) TTLL3	0.16877552250300742	0.21547469454384735
(-) TTYH3	0.0	0.2255731721136209
(-) TUBA3D	0.33637392914711906	0.24872548537710545
(-) TUBA4A	0.17690987870928537	0.0833050535680407
(-) TUBB	0.10711212385277259	0.07736323530932857
(-) TUBB3	0.0458135501713926	0.1884896753622274
(-) TUBGCP2	0.08984829662993275	0.01704444703615598
(-) TUBGCP5	0.058675478084968716	0.02649579238747871
(-) TUSC3	0.4077895985176836	0.0
(-) TVP23B	0.10195509304538918	0.0
(-) TVP23C	0.1456005060484809	0.00239193400784727
(-) TWIST1	0.18944464699093524	0.043051013227063006
(-) TWISTNB	0.05809912815555139	0.059434391169789845
(-) TWSG1	0.02918741252985789	0.2313422519111798
(-) TXLNA	0.04280452933680519	0.03880738254869352
(-) TXLNG	0.11229138382191123	0.0
(-) TXNDC5	0.027357554442275313	0.1527136451461521
(-) UBA5	0.08388412617030948	0.0
(-) UBA7	0.07740658789624486	0.23231706177961933
(-) UBAP2	0.12165077111971448	0.09376555566878633
(-) UBB	0.042917018982235	0.0
(-) UBE2E2	0.1497232505607272	0.013775776413991697
(-) UBE2R2	0.05157432612073667	0.12036009221940275
(-) UBE2T	0.0961628184399953	0.0
(-) UBE2Z	0.0924770797842577	0.01942692760620721
(-) UBE3D	0.3029947582355553	0.0
(-) UBLCP1	0.09886803203536772	0.03627467955192153
(-) UCHL1	0.2226822751001486	0.07000947047505302
(-) UCKL1	0.07167323538807974	0.028639661389628743
(-) UFSP2	0.03384227082693403	0.03645097903172711
(-) UGGT1	0.07072896423636922	0.19900126107686542
(-) ULBP3	0.3315635858453688	0.1191748411389633
(-) ULK2	0.403019206776028	0.1622279919811033
(-) UNC119	0.08564295982487723	0.03576521225057846
(-) USP24	0.30393171976716	0.05396692835752319
(-) USP28	0.055323909999386044	0.034840934038496835
(-) USP40	0.04272585201981461	0.01958431121515125
(-) USP45	0.13812727424360002	0.025747055386201895
(-) VAMP5	0.14553886093050283	0.23661458198926696
(-) VANGL1	0.12673237760485112	0.0
(-) VAPA	0.07648081265614867	0.05915527228084856
(-) VASN	0.1343751366542614	0.2667765360013915
(-) VAX2	0.2408383108712406	0.041788552837425795
(-) VCAN	0.03160109144845852	0.459521597086973
(-) VEGFC	0.0979597433788382	0.33038893449657575
(-) VIM	0.0	0.2065436331364515
(-) VOPP1	0.03211166168869481	0.16066630685474884
(-) VTA1	0.09388861170363566	0.0
(-) VTI1A	0.13798574253905188	0.0
(-) VWA5A	0.47285895294035024	0.30183750112381125
(-) WASL	0.07914287228406285	0.029299434433395007
(-) WDR17	0.39788594927158755	0.4634467111717628
(-) WDR31	0.3089110169714504	0.06229305499857634
(-) WDR4	0.09698838485510544	0.0
(-) WDR45B	0.049618801929800636	0.04519299071377779
(-) WDR62	0.11847796627220446	0.0
(-) WDR76	0.0690226292737437	0.0
(-) WDR91	0.026494749274416775	0.144693304601682
(-) WIPF1	0.0	0.31586300570321335
(-) WRNIP1	0.05602217818302627	0.09815112213361722
(-) WTAP	0.09003935043702552	0.0
(-) WTIP	0.15511637272942824	0.17815517168981468
(-) XKR8	0.1401645019528021	0.13781608600844283
(-) XPO6	0.012497913828189834	0.09599701461976393
(-) XRCC4	0.43080291500684115	0.024747303208572057
(-) YAE1D1	0.06588549933955733	0.047283009925125054
(-) YAF2	0.09788146014124367	0.0
(-) YIPF2	0.06717659261695623	0.06534823596950481
(-) YKT6	0.03282747172079347	0.1135450079536714
(-) YWHAH	0.12064508182003751	0.0
(-) ZBTB10	0.18395412618533322	0.0
(-) ZBTB12	0.19209165888338803	0.17418265715012884
(-) ZBTB24	0.10232623423705173	0.005653477213644891
(-) ZBTB8OS	0.13010167476786827	0.0
(-) ZC2HC1A	0.07248127016260605	0.03854457924149887
(-) ZC3H6	0.08158740676675733	0.2871963181124416
(-) ZC3HAV1L	0.3680832819876322	0.0
(-) ZC4H2	0.09812194165029692	0.4159401109813541
(-) ZCCHC24	0.0	0.2512263948042478
(-) ZDBF2	0.13683381105866047	0.013006741010472595
(-) ZDHHC1	0.32569968576859454	0.1954416188143683
(-) ZDHHC12	0.09579510138073864	0.0
(-) ZDHHC16	0.08058198318814533	0.0
(-) ZDHHC2	0.06487699468367146	0.09076097443329705
(-) ZDHHC21	0.1348420642086991	0.0
(-) ZDHHC3	0.0632707146439133	0.0037628221186300345
(-) ZDHHC4	0.07836795277034425	0.08868837192369158
(-) ZDHHC6	0.1393170923164476	0.0
(-) ZEB2	0.0	0.3267358851079477
(-) ZFHX4	0.0	0.346238179033814
(-) ZFP14	0.19431550110584286	0.04942907843131943
(-) ZFP28	0.04771129631225619	0.4729195466441802
(-) ZFP36L1	0.07249301381106345	0.0028699209445400796
(-) ZFP69B	0.08262333005616411	0.10423431198104072
(-) ZFP82	0.3533959493511667	0.14438602455041355
(-) ZFP90	0.05228873404583958	0.061218586248251924
(-) ZFPM1	0.2082698229518994	0.08886374260645176
(-) ZFYVE1	0.050061006808982386	0.02972772363358197
(-) ZGLP1	0.1759263793615531	0.023420190779412178
(-) ZIC1	0.08016323219558977	0.437171735682121
(-) ZIK1	0.060036282242978974	0.406841771710538
(-) ZKSCAN3	0.07240927142015882	0.14140797406402975
(-) ZMAT5	0.06889846900163965	0.03011433245647471
(-) ZNF100	0.13260408181561498	0.019495085814891636
(-) ZNF140	0.16742160741734016	0.05808048147782291
(-) ZNF141	0.5153565801975464	0.04156884044635823
(-) ZNF169	0.19811095938067985	0.02646878027964137
(-) ZNF174	0.06468171533999265	0.01129610334114044
(-) ZNF181	0.09459512024415531	0.011400360567830345
(-) ZNF197	0.007097655062338673	0.1517111618804751
(-) ZNF213	0.0949252045514682	0.039210002997078226
(-) ZNF223	0.2925707805235152	0.06908663129739888
(-) ZNF227	0.15074127481367322	0.014588300554887945
(-) ZNF232	0.04966429711794089	0.04497372996196928
(-) ZNF234	0.09616207338285171	0.04467500970864081
(-) ZNF253	0.0641068425954881	0.2734321018593588
(-) ZNF254	0.10530435797305307	0.14291077244592376
(-) ZNF256	0.10433813402089544	0.027960073918968202
(-) ZNF275	0.02563723459559088	0.1646556087449089
(-) ZNF282	0.04128543808825189	0.13196406006321743
(-) ZNF287	0.025864903891577723	0.2076838334089931
(-) ZNF30	0.09309139561756033	0.08076528197372577
(-) ZNF300	0.0950668316134422	0.2849031846488046
(-) ZNF302	0.08311167068237194	0.023196007956218172
(-) ZNF32	0.08677901193248877	0.0055124546906657025
(-) ZNF320	0.20319929518437155	0.17778680130996058
(-) ZNF322	0.10858993530512931	0.05177637389148104
(-) ZNF329	0.17407676453190438	0.18267722730813007
(-) ZNF33B	0.11737156881618309	0.0
(-) ZNF345	0.2086933348266766	0.21289861986038508
(-) ZNF354A	0.07411482892568491	0.03142757467665514
(-) ZNF37A	0.10170296575372784	0.0
(-) ZNF382	0.22344481347287812	0.2997648962046968
(-) ZNF404	0.307409141947857	0.22893359204240535
(-) ZNF426	0.06832745232711325	0.08379635029207533
(-) ZNF429	0.2026856959120179	0.3231621586455305
(-) ZNF43	0.17841155079001098	0.4248745225501185
(-) ZNF433	0.1309031941590283	0.11482174057749578
(-) ZNF439	0.20564615037986825	0.3552779983694157
(-) ZNF44	0.1080344607727119	0.05822533494838654
(-) ZNF441	0.17036286022829777	0.24375436960367997
(-) ZNF468	0.07909473685683238	0.023077728572549812
(-) ZNF497	0.28713511960369037	0.23068114374837237
(-) ZNF500	0.0871859621269714	0.11215833959612097
(-) ZNF506	0.1279296691399478	0.1476615715826042
(-) ZNF512	0.08383886692978947	0.05830635944147266
(-) ZNF514	0.0348188578518539	0.17198365891341136
(-) ZNF518B	0.48809286488762843	0.0
(-) ZNF521	0.11446952836904412	0.45485952796662266
(-) ZNF525	0.18167308016824762	0.06590799702005955
(-) ZNF528	0.010381331213134786	0.4012208403022993
(-) ZNF532	0.1132573180865921	0.0
(-) ZNF544	0.298948606310724	0.10118063857248921
(-) ZNF546	0.13836451850841527	0.3371986947388993
(-) ZNF549	0.02810973527617235	0.2042420529802847
(-) ZNF558	0.06261415825514548	0.12641654318419235
(-) ZNF562	0.05189491577737231	0.010850467880954713
(-) ZNF563	0.2593496775227784	0.19271585026521648
(-) ZNF569	0.08593386582412695	0.24301943658546962
(-) ZNF574	0.2382911584439841	0.0
(-) ZNF583	0.10189158077308218	0.32650153084450895
(-) ZNF584	0.05737522112260029	0.027121662470751224
(-) ZNF585A	0.10051485378236767	0.16364779362432938
(-) ZNF585B	0.10020622401276687	0.27272907119715956
(-) ZNF594	0.12933784086223218	0.058504431215154994
(-) ZNF597	0.14122104629260096	0.13242343000167994
(-) ZNF599	0.09423356379445888	0.17934370222974352
(-) ZNF605	0.12444221078653687	0.03435295741394912
(-) ZNF606	0.18991265263245338	0.07179962837702569
(-) ZNF608	0.0923588994006682	0.3156496940479704
(-) ZNF611	0.028809580472203482	0.18732397030746836
(-) ZNF613	0.12242988200855846	0.019716830761251976
(-) ZNF618	0.13897672523919893	0.20360156941068938
(-) ZNF629	0.0517677734909144	0.15149240073931702
(-) ZNF646	0.06629059315759683	0.2008967913579693
(-) ZNF652	0.07850741348725718	0.0
(-) ZNF675	0.11148642011886332	0.02686004522481511
(-) ZNF681	0.4969410270259437	0.25662928317313793
(-) ZNF682	0.044307528344576255	0.4211705239857343
(-) ZNF7	0.15217440151515801	0.044254154481385276
(-) ZNF701	0.1379939186330888	0.18908953990245836
(-) ZNF71	0.0	0.3276856277331981
(-) ZNF710	0.05512502988948733	0.0966382233728171
(-) ZNF714	0.1464421028810244	0.05105689492005848
(-) ZNF718	0.3231419024928694	0.010743458361453068
(-) ZNF726	0.21555630078717494	0.25215801132271826
(-) ZNF736	0.11959419718609479	0.28246398134764966
(-) ZNF737	0.29452218094626165	0.4230013134199375
(-) ZNF764	0.011128137638431838	0.11513091795915036
(-) ZNF772	0.06809961991176185	0.20031409414915116
(-) ZNF785	0.14465582646563466	0.1238691273145799
(-) ZNF786	0.11300146637650556	0.001091123816273945
(-) ZNF790	0.14166253707272147	0.23092470897921416
(-) ZNF793	0.4075546910402094	0.24821156885920892
(-) ZNF808	0.1728721686080784	0.023939130526061895
(-) ZNF813	0.20740013311684238	0.10288576932217665
(-) ZNF816	0.11596318982454581	0.07091361698588419
(-) ZNF827	0.0	0.23243088979803328
(-) ZNF829	0.11603720170305686	0.41401873491254076
(-) ZNF83	0.00021214773715211687	0.22928697787236568
(-) ZNF880	0.18353896623707122	0.27994181953627006
(-) ZNF883	0.20020970923785392	0.2669575537105121
(-) ZNF888	0.2895597231089039	0.11434987015841039
(-) ZNF91	0.10715599744322694	0.12423883622478762
(-) ZSCAN12	0.11382849225072164	0.07777259835663063
(-) ZSCAN16	0.1461981376350025	0.0
(-) ZSCAN20	0.05511402612937727	0.186909509205805
(-) ZSCAN29	0.08108417520029751	0.004169715194169714
(-) ZUFSP	0.0982041281856896	0.0
(-) ZW10	0.09454526337041404	0.0
(-) ZWINT	0.1046524621471595	0.0
(+) AAAS	0.2744810483633812	0.25158982781095696
(+) AAED1	0.21163455511522425	0.04615814625078241
(+) AAGAB	0.02411250693358969	0.11632277766312042
(+) AAK1	0.07928590120155586	0.0
(+) AARS	0.08281246196539287	0.005535697923056571
(+) AASDH	0.02962737493240539	0.0
(+) ABCB7	0.06349618266107435	0.04134049866870207
(+) ABCC2	0.04833478518468755	0.1233143111310167
(+) ABHD10	0.02400081188179601	0.11685423896330746
(+) AC006460.2	0.028863079418231276	0.0937190706731548
(+) AC009120.6	0.04234342300211383	0.036331188648222025
(+) AC092620.2	0.0508722676863274	0.0028391953740572557
(+) ACAD9	0.04888270839829683	0.07638437217828627
(+) ACKR4	0.05760615553003505	0.0
(+) ACLY	0.0745035940479432	0.006410382510099194
(+) ACO2	0.02639693057415978	0.10844117035736163
(+) ACOX1	0.04889714784182934	0.024573455284128548
(+) ACVR2A	0.11119808294543748	0.02042396711688363
(+) ADAMTSL4	0.023070671623236064	0.14304499326769957
(+) ADK	0.0	0.1472221187043652
(+) ADPRHL2	0.03527477007244391	0.005715269585830149
(+) ADRM1	0.039243785181997635	0.12624533608154972
(+) AEBP2	0.0483251468418605	0.04933132704835131
(+) AEN	0.17100980703881832	0.061164990019009345
(+) AGAP5	0.018302847021198946	0.12780259375958905
(+) AGFG1	0.14688686844569365	0.059666249788297356
(+) AGL	0.05620622879107471	0.08166353550428475
(+) AGO1	0.05398747331159539	0.04771912018616834
(+) AGPAT5	0.05779869648690856	0.0015505135575332029
(+) AGPS	0.09690665329114738	0.013933572330958589
(+) AGR2	0.06815596224576478	0.09772930090900775
(+) AHCYL1	0.07740864249920733	0.024114283992038105
(+) AHCYL2	0.03914586326200377	0.0675579098192039
(+) AKT2	0.0387487278389969	0.009446182754995529
(+) ALDH1A1	0.10954646319053987	0.16369587198093752
(+) ALDH3A1	0.08509395270221254	0.10722416873595873
(+) ALG10B	0.059058467529367366	0.06675294382881833
(+) ALG3	0.02081958604864139	0.07918663183984033
(+) ANAPC10	0.05787124073369502	0.021528403254562335
(+) ANAPC16	0.003574963090132476	0.12692066077506595
(+) ANKRD27	0.041819096263538066	0.057584559645905885
(+) ANKRD36C	0.07245167550883684	0.0008682616603005542
(+) ANKRD46	0.06706850321058894	0.15498335320236897
(+) ANKRD50	0.07843229001888899	0.016814164934866146
(+) ANO9	0.023718271217309485	0.2239178717101022
(+) ANXA7	0.0006461147430128135	0.16475157339319776
(+) AP1AR	0.03727007131776778	0.08334835618554588
(+) AP2A1	0.046437772858124976	0.0006470755491591742
(+) AP3M1	0.0	0.11902680122952239
(+) APH1A	0.05744583887090342	0.039855216954861356
(+) API5	0.034805491709908896	0.09607163356586325
(+) AQP11	0.06029518620374613	0.014955698183366934
(+) AQR	0.07431847910488516	0.08281921796333377
(+) ARHGAP30	0.03505580663709335	0.08156050873755609
(+) ARHGAP9	0.19456795940548238	0.041631263941743775
(+) ARL13B	0.05527589328653892	0.03691788491541067
(+) ARPC3	0.020545980690955836	0.09109375232171388
(+) ASB1	0.05737942986417686	0.024471784701448722
(+) ASNS	0.08377495259162442	0.0017383227666538292
(+) ATF5	0.04674937848708483	0.013936451834928225
(+) ATG4A	0.0485547671339889	0.03801048860448413
(+) ATG4B	0.04883821941647782	0.030625951817029377
(+) ATL3	0.10037681874862193	0.0
(+) ATMIN	0.04632373294306612	0.08291394713932183
(+) ATN1	0.07965038320334047	0.0
(+) ATOX1	0.04623903563235277	0.062087438883409486
(+) ATP13A1	0.04646951728359981	0.015077934015932182
(+) ATP13A2	0.060342952334189265	0.037252047294218216
(+) ATP1A1	0.056762844968486055	0.03300877078947819
(+) ATP1B3	0.0061912926782185405	0.16210906106928885
(+) ATP2A1	0.07765095900660199	0.01822125219276198
(+) ATP2C2	0.0	0.17287104176782836
(+) ATXN1L	0.04456156735412688	0.03770997196294393
(+) ATXN2	0.049804219788097626	0.017220740569874996
(+) ATXN7L3B	0.07782950427665161	0.04552633801575071
(+) AVEN	0.06745793511401163	0.010517110608090827
(+) AZIN1	0.053951801539284965	0.03155794667690767
(+) BAG3	0.04976484951000401	0.05160084791499393
(+) BAG5	0.05185557410092662	0.07250147327640122
(+) BAK1	0.0007193631537106128	0.12343725220960594
(+) BCAS1	0.05556829841759835	0.09230028525829401
(+) BICD2	0.0022522639681312392	0.11658819599539272
(+) BNIP1	0.04163118061407587	0.0265142579789916
(+) BOD1L1	0.042372973984512355	0.01751332627519907
(+) BRCC3	0.0	0.1096211432134924
(+) BRD9	0.056478994286608734	0.007085068786408452
(+) BRF2	0.04379980579658891	0.0
(+) BSDC1	0.1154973876240302	0.0
(+) BTBD3	0.23844446918141332	0.0721823864330513
(+) BTF3	0.041357476644348516	0.12158473756175665
(+) BYSL	0.028623803445057727	0.047626775115983545
(+) C12orf76	0.04408305892969477	0.03492215413582292
(+) C15orf48	0.03187315965687591	0.15261332724077048
(+) C16orf70	0.038920487338797154	0.0807698620145122
(+) C17orf51	0.06655222677052149	0.03600858544384064
(+) C1GALT1C1	0.06948105806866098	0.0011506969572471783
(+) C1orf116	0.0	0.21024413820769536
(+) C1orf122	0.07096122710979626	0.0
(+) C2	0.19466135633002615	0.05657960742720334
(+) C21orf33	0.07961295241672423	0.007097039252613552
(+) C2orf49	0.01451146759397304	0.0668405191987828
(+) C2orf69	0.0839586960542622	0.029403418258596294
(+) C5orf51	0.03979647640800408	0.0023079580420683685
(+) C6orf223	0.08106863203090638	0.11509929415488397
(+) C8orf58	0.04504414707008565	0.03312427260394389
(+) C9orf16	0.0011535195970047078	0.10389339072015794
(+) C9orf78	0.06876904375722338	0.19275999552664883
(+) C9orf85	0.026881083554465283	0.11121104919783316
(+) CA5B	0.0825389435937199	0.0019213631187283218
(+) CACNA2D2	0.03207820034266138	0.1319990594104306
(+) CALB1	0.03669629943090492	0.07098848912301071
(+) CALM2	0.026796387025500884	0.11959052830727335
(+) CAMLG	0.060375565164075995	0.014088086031554916
(+) CAP1	0.04846727493249586	0.013190951269006422
(+) CAPN15	0.08310903188107278	0.0018652011060998484
(+) CAPRIN1	0.1012131512178893	0.03202931024631369
(+) CAPS	0.10979744249370042	0.0
(+) CARS	0.04123432622469656	0.0
(+) CAT	0.06797579092329475	0.0
(+) CBFB	0.06848053467963308	0.0
(+) CCDC6	0.027531993808711686	0.0486895456153404
(+) CCDC61	0.06658603290495028	0.0162518926519696
(+) CCNB3	0.07823805398076657	0.035196655072998934
(+) CCND2	0.12748698247108017	0.25681897890663347
