	P0	P1	P2	P3
(-) TROAP	0.0	0.0	0.0	0.1563530981960156
(-) TSC2	0.041187913703657965	0.14256372918537255	0.0	0.006602415996883066
(-) TSHZ3	0.0	0.2556191481025078	0.07650281731314323	0.0762127079439768
(-) TSPAN4	0.0	0.03542415139661807	0.16106735172736003	0.0
(-) TSPYL4	0.2146222864980788	0.21596498887852492	0.1188185893703384	0.15406636398639273
(-) TTC12	0.29551426152796256	0.0	0.2062038909670675	0.07869909091298923
(-) TTC23	0.0	0.1180175940364575	0.0	0.045364961236355465
(-) TTC28	0.10374482595632492	0.19608326360699413	0.01648771921477662	0.09246820534228756
(-) TTC37	0.0	0.05714608742775908	0.08563769963945153	0.060105445446524436
(-) TTK	0.0	0.0	0.0	0.2293249574200952
(-) TTLL3	0.1389366332509495	0.1806709146692795	0.14009947034919	0.07279876436780115
(-) TTYH3	0.04279719259600701	0.20694513963065247	0.0	0.0
(-) TUBA3D	0.2047229019511105	0.21610597774151424	0.22698621154269896	0.20813698605212733
(-) TUBA4A	0.1102328472361079	0.07120062877152432	0.05768403609596543	0.15453009577188237
(-) TUBB	0.014455826850192335	0.08035114354434394	0.04347029616138738	0.13759360964395942
(-) TUBB3	0.0	0.1720975423866819	0.13046847957134863	0.009720323604973944
(-) TUBGCP2	0.0646222645577104	0.019748137694436643	0.0	0.08633644450903899
(-) TUBGCP5	0.0	0.013720926639896377	0.0957477585606506	0.027449387192865455
(-) TUSC3	0.28333647067627216	0.0	0.34760980293085264	0.08520105253058703
(-) TVP23B	0.15278394395746203	0.0	0.0	0.028228968020993412
(-) TVP23C	0.15776891778388	0.0	0.041703022268148184	0.04624754376158733
(-) TWIST1	0.0	0.0214942305086548	0.3066701847121288	0.08397025811938323
(-) TWISTNB	0.0	0.0382908596374745	0.12803512969916828	0.021157230079836532
(-) TWSG1	0.04419139976244508	0.1953088255639651	0.0869642571412751	0.0
(-) TXLNA	0.0064434483811737445	0.04181681189897799	0.0049862952305692754	0.06556029044930271
(-) TXLNG	0.04515827074792446	0.0	0.0	0.13853991477145186
(-) TXNDC5	0.0078096297812178545	0.13003794198655103	0.09241968662301554	0.0
(-) UBA5	0.019777473741669525	0.0	0.06372118913539952	0.0544526644804539
(-) UBA7	0.12374663649182559	0.15611733735087768	0.14453830483256025	0.0
(-) UBAP2	0.07388213440092681	0.08130641862968985	0.10319528914895403	0.055681392143741466
(-) UBB	0.06698562745278928	0.0	0.0	0.011495596750944359
(-) UBE2E2	0.07571564970904425	0.0	0.17441310787494094	0.01900638037127363
(-) UBE2R2	0.09753857705700164	0.10100271060374692	0.036268376530900766	0.0
(-) UBE2T	0.0	0.0	0.0	0.16892801842235394
(-) UBE2Z	0.039058516139324116	0.017405680569423175	0.07961365966256885	0.04281742771113191
(-) UBE3D	0.03948832713101396	0.0067635205900183175	0.08176489647501836	0.3701948152512052
(-) UBLCP1	0.0282381010071195	0.03215345181164385	0.07372263891107542	0.07887024526156854
(-) UCHL1	0.19498981248703154	0.06901766722761983	0.0	0.19848806417988485
(-) UCKL1	0.0	0.02382377813841492	0.07937999227041548	0.060475179295100254
(-) UFSP2	0.0	0.03313723138889669	0.048836960202591095	0.020524571939001614
(-) UGGT1	0.0075882166271278055	0.17958826373676406	0.11911092231911986	0.05124992477786426
(-) ULBP3	0.1861805307599374	0.10463149763092908	0.16791380998282657	0.23377077668287058
(-) ULK2	0.4803904960977109	0.14504798103120273	0.0	0.22225487640866406
(-) UNC119	0.08409331893132577	0.029087241523129376	0.061753543397879675	0.006729454661309231
(-) USP24	0.03733798657923011	0.09051950751339656	0.0761652837563199	0.3790171237210095
(-) USP28	0.07901953512811775	0.023335576579719103	0.0	0.042131208825416405
(-) USP40	0.02378719077215856	0.0038970015558165744	0.0724188349646454	0.0
(-) USP45	0.0	0.043249531040947024	0.029872148329536243	0.19813623627585372
(-) VAMP5	0.18704422313073774	0.20276094010723367	0.07193304829208015	0.05271569424387783
(-) VANGL1	0.0508408474221496	0.0	0.12827550585212294	0.04473956830416164
(-) VAPA	0.028754441053367254	0.03967910741589086	0.0632534458205765	0.07120897492379859
(-) VASN	0.17872849957211054	0.1827314647149978	0.12296331809565063	0.05438424018863345
(-) VAX2	0.24993178744314248	0.0	0.0761424632052942	0.12566250800609133
(-) VCAN	0.013874076971268884	0.4010224702665705	0.16383104880180646	0.021273009069700453
(-) VEGFC	0.0	0.2816888284317817	0.25708348839857725	0.08965993312943767
(-) VIM	0.0	0.20720305756670865	0.010620367868857191	0.0
(-) VOPP1	0.08011722492699924	0.12004132916356845	0.05215278949695641	0.0
(-) VTA1	0.016990859569819643	0.0	0.0	0.15073104541934867
(-) VTI1A	0.012842831646829436	0.0	0.0	0.2079380964761712
(-) VWA5A	0.4552460052578647	0.2258875447701304	0.24970249018670015	0.20573188957417
(-) WASL	0.10349717509787258	0.006666927024798528	0.06345346252134233	0.0
(-) WDR17	0.21184165387456666	0.44153281483644813	0.2315585954763268	0.32264169369153967
(-) WDR31	0.3449951265770935	0.011146295496379391	0.1768501298662049	0.04253284275204103
(-) WDR4	0.0	0.0	0.0633559943935083	0.12513695263709845
(-) WDR45B	0.028470540798339126	0.042223030572522725	0.0014831394498001622	0.06280240678708839
(-) WDR62	0.0	0.0	0.0	0.21878374248611016
(-) WDR76	0.0	0.0	0.0	0.12305814576740143
(-) WDR91	0.06595828990431261	0.12593892324335945	0.0019462064272759518	0.017049050547838687
(-) WIPF1	0.0	0.32131318972146844	0.0	0.017485048077850583
(-) WRNIP1	0.06369634280559408	0.0935227428019891	0.0	0.06601455927653475
(-) WTAP	0.0	0.0	0.0	0.1732830422367069
(-) WTIP	0.2635062966788392	0.10487775923619795	0.08317811988878876	0.008226812295435176
(-) XKR8	0.1790818583819749	0.10824281798473492	0.0	0.09778345609071418
(-) XPO6	0.0	0.10065569733209666	0.0	0.05885868233346124
(-) XRCC4	0.0854285745631993	0.0364552359294926	0.3185678190154851	0.3296459859034818
(-) YAE1D1	0.03131222740479941	0.021402802286906247	0.08877840996738383	0.030313785231973266
(-) YAF2	0.053907205777799776	0.0	0.0656547957853058	0.04727461436239273
(-) YIPF2	0.05892206822134921	0.049749945257200064	0.08149724468357776	0.0
(-) YKT6	0.01820591760499164	0.0793039929543955	0.10280860611039082	0.0
(-) YWHAH	0.0	0.0	0.03266656734626287	0.17944007218237457
(-) ZBTB10	0.23720599189626543	0.0	0.04031427770302809	0.01859961829160695
(-) ZBTB12	0.08805276316718795	0.1803148696590902	0.03294722287550303	0.22580659520564988
(-) ZBTB24	0.0	0.0237486637087345	0.0	0.1807817979569213
(-) ZBTB8OS	0.0	0.0	0.03809231738393716	0.1786398403392877
(-) ZC2HC1A	0.0	0.009713267457143506	0.1575161718558939	0.020941422625878784
(-) ZC3H6	0.11619431009994019	0.2281883304615257	0.1378385522434763	0.0
(-) ZC3HAV1L	0.0453753515118924	0.0	0.09985743558583658	0.45654948732867856
(-) ZC4H2	0.07019283822829098	0.3469209777308092	0.25337967980694287	0.0
(-) ZCCHC24	0.01698097598667081	0.231317326253842	0.02544362126516617	0.0
(-) ZDBF2	0.0735142564104406	0.0	0.18432222967643352	0.0
(-) ZDHHC1	0.3993803589710181	0.09087769789824009	0.28320716814091795	0.0
(-) ZDHHC12	0.07924071162640929	0.0	0.0	0.07312392450013434
(-) ZDHHC16	0.008333114861378037	0.0	0.015268487577604878	0.10154341957391945
(-) ZDHHC2	0.003192529302814159	0.10167094409479599	0.0	0.11586467846785005
(-) ZDHHC21	0.15207060001057615	0.0	0.03499060670878465	0.02635446141954702
(-) ZDHHC3	0.028128875303669493	0.013213608671017662	0.0065001426817709275	0.06171515441216835
(-) ZDHHC4	0.15344174865434054	0.05144763708404179	0.025874125557824174	0.0
(-) ZDHHC6	0.01245004990855598	0.0	0.0	0.20693666648954945
(-) ZEB2	0.0	0.32998794091317735	0.006284017969285669	0.0
(-) ZFHX4	0.0002285813281513109	0.34622651860843695	0.0	0.05388415916251711
(-) ZFP14	0.2945031627290315	0.005623851836651778	0.01616809528984131	0.04926008625476646
(-) ZFP28	0.18573662949034336	0.4071370110843822	0.03530869932605558	0.0
(-) ZFP36L1	0.0	0.009835043479593294	0.025691527492402656	0.09412710676115575
(-) ZFP69B	0.0044710621706032065	0.1078761921623916	0.05750127919178699	0.09588946560456565
(-) ZFP82	0.27781764498436123	0.12973349023831704	0.0030270290103727956	0.34375179635274655
(-) ZFP90	0.047030433228164886	0.026238155375414546	0.10228975914264173	0.0
(-) ZFPM1	0.1084913489379101	0.04703125896728517	0.2627822236326463	0.04263474551570443
(-) ZFYVE1	0.04552262048177342	0.01793223951818166	0.0455163462921436	0.008158349670470568
(-) ZGLP1	0.1260302782526684	0.022318090481123407	0.0665933295962414	0.10074649918107204
(-) ZIC1	0.09213437727724853	0.4154352115957717	0.08686113530662015	0.04876300474064547
(-) ZIK1	0.3030834722047168	0.3013422814929164	0.0	0.0
(-) ZKSCAN3	0.11074704801928682	0.12189612888539193	0.015730178724150362	0.031927995553763466
(-) ZMAT5	0.0	0.03907788475493367	0.03553540811678436	0.08868082440392162
(-) ZNF100	0.15744711975764428	0.0	0.0	0.08869051510528894
(-) ZNF140	0.320190611426039	0.013621220035964528	0.0	0.009655087075867683
(-) ZNF141	0.4781818837997593	0.0	0.14276652919632998	0.30550948360624947
(-) ZNF169	0.16417792388157004	0.014482722975245504	0.11579314966496526	0.062320286970848814
(-) ZNF174	0.06737046558946284	0.004792230663702647	0.0	0.04504512095383134
(-) ZNF181	0.10107624915705148	0.004138234973606411	0.0	0.06328774612135374
(-) ZNF197	0.008739676971719504	0.14729936664024526	0.0027619513281985737	0.031727237515763076
(-) ZNF213	0.08647556778429139	0.028889596952511056	0.0	0.09607136389014198
(-) ZNF223	0.28243105601412555	0.02531908183739473	0.09178495701044347	0.1618824332986477
(-) ZNF227	0.09635385791076351	0.010123592283697599	0.007780005930802954	0.15286734987856573
(-) ZNF232	0.05955010061989082	0.038937506203278203	0.0	0.04750280255430347
(-) ZNF234	0.1349522176016689	0.017189681500410798	0.04080152979040617	0.013911380373106314
(-) ZNF253	0.15578970376312273	0.23244444639070863	0.012129634718789617	0.018766443269375637
(-) ZNF254	0.23124293110110675	0.09374066630163931	0.0	0.014647744985595264
(-) ZNF256	0.17429195630803132	0.006488580086178098	0.0	0.01855051685805151
(-) ZNF275	0.05679414663294951	0.13983541396527	0.045659808762684245	0.0
(-) ZNF282	0.07995216982326886	0.10216472290864162	0.0519122099312337	0.0
(-) ZNF287	0.12080141433371581	0.17349394927923964	0.0	0.0
(-) ZNF30	0.0696952547525558	0.07587132338427595	0.0	0.11066357675813676
(-) ZNF300	0.23000542468380608	0.2510339587616395	0.004706848016669826	0.0
(-) ZNF302	0.11307805415801912	0.0035686287759807023	0.021404731592253534	0.02129130008357767
(-) ZNF32	0.12576670915381882	0.0	0.0	0.0377977769869125
(-) ZNF320	0.3127944599265677	0.08545294459981764	0.09807401878706802	0.0436485152663033
(-) ZNF322	0.15610386369282964	0.03422545342325187	0.014714322792061049	0.0299067419537289
(-) ZNF329	0.04984503733131922	0.20175908954716928	0.11818562608668351	0.14070236818713022
(-) ZNF33B	0.0446428381246042	0.0	0.0	0.1469230093624402
(-) ZNF345	0.34407097065681913	0.15632986453837144	0.0	0.08327703908358375
(-) ZNF354A	0.14782063624019368	0.0011615382616181676	0.0	0.011134794923334614
(-) ZNF37A	0.06533084304883878	0.0	0.0005082831484341497	0.09713392119473685
(-) ZNF382	0.33370437192112706	0.2564310485429593	0.0	0.1264955737723197
(-) ZNF404	0.20433072759891896	0.1998108569397022	0.1302578777667165	0.2508080361770404
(-) ZNF426	0.07690851752729258	0.0598276179948134	0.048999406105201766	0.02548452470040935
(-) ZNF429	0.3608965052848679	0.25688118618365774	0.016013776183803206	0.06033942259057056
(-) ZNF43	0.22726007449087052	0.35051268320008644	0.06976343251499884	0.1455373628989705
(-) ZNF433	0.22634889856468723	0.06156799339080889	0.050265351852801975	0.0031118333295282693
(-) ZNF439	0.06473699926668085	0.3131875607984033	0.19635335675771362	0.1974693998553959
(-) ZNF44	0.16536604061280574	0.028334085631369358	0.0	0.04719810936055143
(-) ZNF441	0.14391428942115017	0.20318224740569885	0.13977794903858715	0.08255016725852478
(-) ZNF468	0.13345998964001213	0.0	0.011726467638010616	0.014340567480411803
(-) ZNF497	0.09769297125519268	0.19462599117697515	0.2690995598638562	0.20386289298749263
(-) ZNF500	0.12514742732321257	0.07893698507600524	0.05078478968165754	0.016261019487296392
(-) ZNF506	0.22144593722062025	0.10584110208034556	0.0	0.07197825327434933
(-) ZNF512	0.0	0.026594893956356603	0.192761043088707	0.012412806724642825
(-) ZNF514	0.13903816640177075	0.12759549973858766	0.0	0.0
(-) ZNF518B	0.38462540684266167	0.0	0.41051858269610914	0.03614489118432456
(-) ZNF521	0.13043260256096956	0.3742452576715118	0.18343309365286192	0.036956006992828264
(-) ZNF525	0.3373021150127292	0.0	0.0	0.048676578935341885
(-) ZNF528	0.05099821991629441	0.3573705709188061	0.07474805663948735	0.006317553257502218
(-) ZNF532	0.029526391850489178	0.0	0.0	0.1946381692730295
(-) ZNF544	0.23078718954068858	0.09066906127053811	0.007495734738978815	0.28196240938577766
(-) ZNF546	0.21990970861153458	0.28178844833469563	0.04129910448657109	0.07684640210575798
(-) ZNF549	0.10333191500349573	0.17403923878495728	0.011147452138753929	0.0
(-) ZNF558	0.22822215262057027	0.053556431271235244	0.0	0.0
(-) ZNF562	0.08269179487061301	0.0	0.016839881883076262	0.0008815050355612592
(-) ZNF563	0.22495802938661874	0.14885977335115055	0.09830498631840547	0.18292095090168844
(-) ZNF569	0.22297848423921848	0.19202287991218053	0.0	0.0405084449345577
(-) ZNF574	0.04256459010570834	0.0	0.14721400555780859	0.21648329043636352
(-) ZNF583	0.1464703559295968	0.2802848462250365	0.10147317722326399	0.018449149149165116
(-) ZNF584	0.00283115324542941	0.011997934524648738	0.0983956333484852	0.019318544263655816
(-) ZNF585A	0.22884233957837888	0.10940435805567472	0.0	0.019166079455728697
(-) ZNF585B	0.3461654978927487	0.17002415924485506	0.0	0.0
(-) ZNF594	0.15190391909321294	0.030564352081203935	0.07716899846832409	0.01859503587388183
(-) ZNF597	0.20796842361139156	0.11238016897219129	0.0	0.07323649061368888
(-) ZNF599	0.21869362795337796	0.12208747289460328	0.01739992201655989	0.0
(-) ZNF605	0.25655097844681524	0.0	0.0	0.0
(-) ZNF606	0.3023750320114256	0.016529584772941315	0.0	0.09014685859500635
(-) ZNF608	0.23835973346231315	0.25244379670197	0.015319519653195307	0.004183005655496526
(-) ZNF611	0.1070418757544408	0.16030212170156943	0.0	0.0
(-) ZNF613	0.20208552446005817	0.0	0.0	0.029444240889846852
(-) ZNF618	0.141787897405784	0.10640604136990267	0.2691314471745619	0.0
(-) ZNF629	0.0	0.12266065192058384	0.14158817283322836	0.02497006545930176
(-) ZNF646	0.016645617538008237	0.19028979800991294	0.05540595008254736	0.08891493787646206
(-) ZNF652	0.0645911605117194	0.0	0.04152869091887519	0.022781274185923794
(-) ZNF675	0.13023676931914693	0.00961847285250688	0.0	0.08347142035793205
(-) ZNF681	0.3392876181371585	0.23527759083260943	0.07865221304951095	0.4778282675745825
(-) ZNF682	0.19780155547090417	0.3626112173958973	0.0	0.019702837387678175
(-) ZNF7	0.03152010665465345	0.026445475467505704	0.19482186647360045	0.0617293994556209
(-) ZNF701	0.26061775868616666	0.11427731460709944	0.07293058195159646	0.0
(-) ZNF71	0.02516430899031641	0.3029986214332396	0.04639803444818219	0.0
(-) ZNF710	0.056513885739598646	0.07594238101939949	0.03553218613410161	0.036581967419466455
(-) ZNF714	0.14027017194900046	0.04178806692518483	0.015590429385532	0.10020150510291384
(-) ZNF718	0.3372083830107535	0.0	0.0	0.21996964908151567
(-) ZNF726	0.21866483653796193	0.23423398859348962	0.010077159152262049	0.18596252395426577
(-) ZNF736	0.2086586741907029	0.23616071217226747	0.0	0.10512639860197599
(-) ZNF737	0.3681909882341143	0.35600419120043497	0.08320171975094469	0.16937334213534982
(-) ZNF764	0.0	0.1175691498061212	0.0014232138136327363	0.03496695702212878
(-) ZNF772	0.1318887576714131	0.17579353358789612	0.014070509232820185	0.017623491691110913
(-) ZNF785	0.004259874582942185	0.1320759049864154	0.05486140987366196	0.20639320784522633
(-) ZNF786	0.09926706630784164	0.0	0.07012355081809274	0.02133811718254961
(-) ZNF790	0.2707470198241633	0.178802136756867	0.0	0.06718261552944467
(-) ZNF793	0.4541588589058477	0.20179992628271534	0.0	0.33726347677231766
(-) ZNF808	0.20992254542297634	0.0004333946214565424	0.0	0.10032276889982888
(-) ZNF813	0.3898697515116076	0.018477175688216232	0.04319424002715688	0.0
(-) ZNF816	0.17633667158791674	0.030633318900169508	0.04990528939180658	0.013109126714841199
(-) ZNF827	0.017004863129522003	0.2257519696717936	0.003412663710614864	0.0
(-) ZNF829	0.21395603639385183	0.36036673928069574	0.0	0.12383730762841681
(-) ZNF83	0.09759335686930866	0.1914042286802688	0.0	0.0
(-) ZNF880	0.3259491464280982	0.20234326640269915	7.584576101025044e-05	0.09403142168520238
(-) ZNF883	0.16307570450264752	0.2662976485705106	0.0	0.23743969764974768
(-) ZNF888	0.2870223274095143	0.04704665481184061	0.16210951174025826	0.1182487601253866
(-) ZNF91	0.19124465718314698	0.09109767459228583	0.0	0.04199644636175142
(-) ZSCAN12	0.11306488823440021	0.07682615552996944	0.016036948078557926	0.07213780487305693
(-) ZSCAN16	0.21599446234676722	0.0	0.01559041756150595	0.004981682309184702
(-) ZSCAN20	0.012245270918894248	0.18522567783778135	0.042766053119944726	0.07357318589627457
(-) ZSCAN29	0.029166360365699702	9.865986754824469e-05	0.05771525337813334	0.0553064060003431
(-) ZUFSP	0.0	0.008200240970951502	0.0	0.17933616188284507
(-) ZW10	0.027214784829878762	0.0	0.0	0.1345146151196438
(-) ZWINT	0.0	0.0	0.0	0.19134702275821688
(+) AAAS	0.3052427891959132	0.1816328635409249	0.19138042733531183	0.06731150207798639
(+) AAED1	0.12949299104919934	0.032745758487197414	0.09314559344217269	0.15425076511669097
(+) AAGAB	0.0	0.10254094966993181	0.09795538908820045	0.0
(+) AAK1	0.045565066318208405	0.0062490182537761904	0.00019360410202312657	0.07844357776477909
(+) AARS	0.04849637768158351	0.0	0.056752881774600465	0.04141178578798627
(+) AASDH	0.0	0.0	0.03896201201051533	0.013960011814582274
(+) ABCB7	0.0	0.006727109931760619	0.1768371463149591	0.0
(+) ABCC2	0.0842309074232738	0.10374858444029647	0.0	0.03606638716895244
(+) ABHD10	0.03832878696961247	0.10473576192659734	0.009702997369842462	0.023288030364887198
(+) AC006460.2	0.0	0.08710338738650492	0.03980347167731098	0.04379684799497787
(+) AC009120.6	0.07436433442113823	0.019433650440210688	0.014626216834842352	0.00021490539572224156
(+) AC092620.2	0.04830834770602352	0.000424263954795013	0.0	0.04046135370000483
(+) ACAD9	0.09100576468279527	0.04373255147642653	0.039333976808681906	0.0
(+) ACKR4	0.061620127346745504	0.0	0.0018953674221942173	0.029448936448591957
(+) ACLY	0.09736578991710222	0.0	0.0004914698263936017	0.027639762888538116
(+) ACO2	0.016936131770031115	0.09624515389603831	0.031977324789893236	0.02670142603604097
(+) ACOX1	0.0	0.0	0.15783184713050943	0.0
(+) ACVR2A	0.0010900511730096885	0.0	0.24248965185740576	0.0
(+) ADAMTSL4	0.050861904063560205	0.13101642221734178	0.0	0.020735039856237935
(+) ADK	0.0	0.15018156378408912	0.0	0.0
(+) ADPRHL2	0.019888382430948023	0.0	0.04639494484374667	0.0005937774088105458
(+) ADRM1	0.10330143746745647	0.10201197761885783	0.005332439936005858	0.0
(+) AEBP2	0.0	0.023063858451485293	0.13057725587574315	0.010186009505824304
(+) AEN	0.2588638184475114	0.02123478903178173	0.0	0.07357668960838155
(+) AGAP5	0.0	0.10406001370486577	0.10317777779893161	0.0
(+) AGFG1	0.10358897844639257	0.0112199170133204	0.1747683531510187	0.033053724054973824
(+) AGL	0.0	0.06312654932036488	0.13707259036918357	0.013497654965312838
(+) AGO1	0.0	0.023097320046976847	0.13373825380760407	0.0009028323415535908
(+) AGPAT5	0.020959530130274264	0.0	0.05823095458269577	0.021992331023396743
(+) AGPS	0.012697022761654164	0.0	0.16507381058662876	0.015902509996377205
(+) AGR2	0.0	0.10567139530228835	0.046926477644269875	0.08143166894006296
(+) AHCYL1	0.014619368600195361	0.0	0.1472359621791654	0.0023294808531746803
(+) AHCYL2	0.0	0.06732495782815029	0.0688475440656596	0.039168104146639356
(+) AKT2	0.030155275254415477	0.0	0.04615883039980464	0.0
(+) ALDH1A1	0.04522577249002426	0.12952200230197455	0.15551271160112304	0.050253407287629503
(+) ALDH3A1	0.0	0.0988939933386911	0.13616496057051128	0.04552932019930743
(+) ALG10B	0.12187255401192683	0.03237766609002831	0.029232995545724692	0.0
(+) ALG3	0.03815920027569143	0.06742733861688197	0.008994359403237685	0.009940277022549907
(+) ANAPC10	0.059933179281315266	0.0	0.06843009498204906	0.0
(+) ANAPC16	0.0	0.12292215379182736	0.01673605521132981	0.017514274486051053
(+) ANKRD27	0.09071934033451629	0.02359440673578556	0.028112241914883297	0.0
(+) ANKRD36C	0.07247918479087467	0.0	0.0	0.05784959466487098
(+) ANKRD46	0.060078974177498724	0.13304945835067183	0.0631489627620767	0.036775122122340034
(+) ANKRD50	0.11629040606311637	0.0	0.025526717278675105	0.012492848645040902
(+) ANO9	0.0	0.19805391006327647	0.11738459967017348	0.0
(+) ANXA7	0.03304903802128763	0.1564778987218964	0.0	0.005907141850947441
(+) AP1AR	0.04730456916940123	0.059223446425770036	0.05508987531461495	0.0
(+) AP2A1	0.03284848603080276	0.002885255396834415	0.006745186886251633	0.03456376513718842
(+) AP3M1	0.01954877429010241	0.11171475098974554	0.0	0.004622850927734457
(+) APH1A	0.0	0.012727864582828664	0.15428168380395288	0.0
(+) API5	0.04862843995338368	0.07061827200338114	0.06680849103614064	0.0
(+) AQP11	0.0	0.003961604789449066	0.10385933454469248	0.01963995894043836
(+) AQR	0.0	0.06480397930944945	0.17201276985924677	0.0
(+) ARHGAP30	0.09521041212490432	0.04886196111442881	0.0076408646940626474	0.0
(+) ARHGAP9	0.14690587007507702	0.0	0.1349848788086644	0.09514453793951518
(+) ARL13B	0.007093743458471089	0.018567195637099503	0.11968713324318003	0.0
(+) ARPC3	0.03505863738239668	0.07708163163161492	0.016578591872329674	0.011121598652840759
(+) ASB1	0.13105954613054108	0.0	0.0	0.0026654328316244
(+) ASNS	0.03975437918755516	0.0	0.041046419133106436	0.06420685019307633
(+) ATF5	0.05825041678072977	0.011413290637442902	0.0	0.025323262198965666
(+) ATG4A	0.0	0.038255753497949	0.045598700425127106	0.05406225863456036
(+) ATG4B	0.0	0.012776795487380003	0.11842786587959041	0.004301638694741827
(+) ATL3	0.16840793214880131	0.0	0.0	0.0
(+) ATMIN	0.04090004668751455	0.07148271695748908	0.0492794803319264	0.011828952919765897
(+) ATN1	0.01745968595662229	0.0025966610934068783	0.04984049606344009	0.0633691504077002
(+) ATOX1	0.10623916792623962	0.03280584613706569	0.0	0.014410035938705634
(+) ATP13A1	0.014629978556072362	0.006482208493659809	0.06367114906776027	0.013287440588645939
(+) ATP13A2	0.01180645344793148	0.02120438139583509	0.08828028359615622	0.02725795459369743
(+) ATP1A1	0.011127356570409835	0.02877619382734423	0.04517096121780674	0.05245210630566189
(+) ATP1B3	0.0015965107245003623	0.1366820393916351	0.07535336301880168	0.0
(+) ATP2A1	0.02266155191116312	0.001451927366569564	0.08607906048046542	0.04866237833359215
(+) ATP2C2	0.032957041478758865	0.16632518779041597	0.0	0.0012074772879239783
(+) ATXN1L	0.023522130456557072	0.03449739833226221	0.04443696661246975	0.0176499864485482
(+) ATXN2	0.052265282688510294	0.0022497429229034437	0.05377678201682636	0.0
(+) ATXN7L3B	0.11616536513773382	0.02003631444755718	0.017616843355156203	0.0242365259678811
(+) AVEN	0.038545577220458274	0.0	0.09265851906247591	0.0
(+) AZIN1	0.059609441054829605	0.011789031017518693	0.06263297331600354	0.0
(+) BAG3	0.016298170428511265	0.05481674224853508	3.31096579525453e-05	0.07262338263566552
(+) BAG5	0.05170969658930223	0.04783709308885285	0.08592473414302676	0.0
(+) BAK1	0.0	0.11010684879552077	0.04665749772818872	0.0
(+) BCAS1	0.0	0.08963120972182322	0.04908723333871331	0.07735126635537545
(+) BICD2	0.0	0.11060067928451608	0.02959388697651434	0.004107743301145822
(+) BNIP1	0.12007638548780902	0.0	0.0	0.0
(+) BOD1L1	0.06720109451742787	0.007844172479457578	0.0	0.013337150792560377
(+) BRCC3	0.0	0.10133282320550777	0.03763416045898688	0.0
(+) BRD9	0.06043536914343849	0.0	0.030809107155898553	0.007171795469602692
(+) BRF2	0.033292363413474545	0.0	0.03869970629855414	0.003257093478143764
(+) BSDC1	0.0	0.0	0.11946322691611426	0.09604491065669579
(+) BTBD3	0.022515780938963094	0.047194772904020736	0.29048066600156897	0.14069199097618
(+) BTF3	0.09561543613946072	0.09060010772769163	0.0054600265155064776	0.016143232199397034
(+) BYSL	0.040317475738339645	0.04365146626139371	0.020412779669704464	0.0
(+) C12orf76	0.025709076766839336	0.027157735100931408	0.02479911509032942	0.03736992554361588
(+) C15orf48	0.020337733666471354	0.14386247501952162	0.013360551993059131	0.0549623947425887
(+) C16orf70	0.05269362293540212	0.07631227361616194	0.022338432485832015	0.005221089116682839
(+) C17orf51	0.12818685713160358	0.0025793839372727796	0.006377797291972295	0.010727045478639913
(+) C1GALT1C1	0.0	0.006348197409057857	0.046329778998868296	0.07566747255123456
(+) C1orf116	0.030930689291163296	0.19433203533114318	0.0	0.0
(+) C1orf122	0.0	0.0	0.06989754347259511	0.0593822610698654
(+) C2	0.03053167145965488	0.07868743359357319	0.12483599533764382	0.16531412338893944
(+) C21orf33	0.0	0.013665267707585999	0.049048859129181104	0.08533454648749039
(+) C2orf49	0.0	0.058688527841886357	0.04676020418918301	0.008088097336286348
(+) C2orf69	0.17045022565006243	0.0	0.0	0.01293881388070935
(+) C5orf51	0.01816408837141597	0.0018893127229472938	0.030541561229014438	0.017858491224758282
(+) C6orf223	0.0859663881490097	0.08447820712385667	0.08730025404959015	0.012571703719517291
(+) C8orf58	0.010287913792147697	0.03643619942639275	0.0034188269885255963	0.06483901555615187
(+) C9orf16	0.0	0.10312631485673442	0.013888467743274142	0.019794310176057185
(+) C9orf78	0.0333516114431129	0.18471914769054545	0.03768117674053525	0.08854833608617728
(+) C9orf85	0.005823152937798956	0.10922374307245675	0.029954823911416115	0.031738002221533425
(+) CA5B	0.07183838769674591	0.0	0.05384536028574029	0.01717684409747994
(+) CACNA2D2	0.0	0.13004966038222698	0.03033210553630289	0.05398356178951064
(+) CALB1	0.0	0.036357645479783963	0.14930593125430444	0.0
(+) CALM2	0.07880580161672082	0.09048768559240934	0.00393487796763729	0.008697794686808844
(+) CAMLG	0.0	0.024905685558193	0.002598322284429569	0.09292556782032686
(+) CAP1	0.020128159633192037	0.0	0.08465708526451049	0.0
(+) CAPN15	0.14497865773186294	0.0	0.004126420575307752	0.0
(+) CAPRIN1	0.06603839545274069	0.0	0.16343238450521128	0.0
(+) CAPS	0.0	0.0	0.08734632987064546	0.11477015534712061
(+) CARS	0.015219767352297351	0.0027637972231223675	0.0	0.05120444108967012
(+) CAT	0.0	0.0	0.037922799569383714	0.08889759454963118
(+) CBFB	0.06300064344656928	0.0	0.02338466064228403	0.02581777452349003
(+) CCDC6	0.0	0.03193060927872508	0.09156437214174111	0.0
(+) CCDC61	0.04171015067029528	0.019555937687657742	0.03779277713364648	0.029337332467996798
(+) CCNB3	0.05145641839210298	0.006704088075649135	0.11713868466363453	0.0
